Gene,GFPneg #1,GFPneg #2,GFPneg #3,GFPhigh #1,GFPhigh #2,GFPhigh #3
Dos,8.764212215,9.369703638,8.838536767,7.711080452,7.708426111,8.049163121
Slc25a33,7.74610726,7.747529967,7.061642643,6.298984829,6.153497447,6.595937512
Myef2,8.789594611,8.400869432,8.50730538,7.386997792,7.281705722,7.51768044
Magee2,5.907135448,6.30152452,5.398973447,4.35745589,5.007535187,4.730705657
Trpc1,7.850725178,7.975702302,7.437778565,6.353492253,6.363075675,7.035072077
Irf6,9.309933483,9.679637621,9.129248624,8.139651692,8.162596725,8.303537122
Parp6,9.182407324,9.331063125,9.31785097,8.045450008,7.988891426,8.282707383
Mir1957a,7.98738063,7.933143649,8.10951414,6.997814341,6.862228621,6.654058696
Yaf2,8.584722284,8.574343256,8.667677445,7.31516412,7.476932104,7.515969855
9230114K14Rik,6.932575409,6.876651984,7.035373687,5.767980046,5.603080892,5.954292208
Spns2,9.010627959,9.181874026,8.717171762,7.831621621,7.564425126,7.992000367
Ywhag,8.570614626,8.661564064,8.697179071,7.393820423,7.43955481,7.57360517
Gm19351,4.917037433,4.59883774,4.76764354,3.580755069,3.636639829,3.54178203
Cxxc5,9.42920641,9.730908014,9.465765271,8.191186955,8.195079609,8.710792299
Magee1,6.73208985,6.676192827,6.470247895,5.26693764,5.462405424,5.617092672
Trpv3,6.928962282,6.690722435,6.514967955,5.384279488,5.375277564,5.842339167
Qsox2,8.512001836,8.742859644,8.449271174,7.255850528,7.235359151,7.675189621
Nyap1,6.993255722,7.119517059,7.068386335,5.742428441,5.61885248,6.280179711
Nrg2,7.374978127,7.492985565,7.104112853,6.03892284,6.008599212,6.384750602
Mir335,6.225079714,6.296416565,6.422801363,5.053438164,5.050759585,5.294102458
Mir335,6.225079714,6.296416565,6.422801363,5.053438164,5.050759585,5.294102458
B3gat2,7.196879654,7.545995529,6.969100876,6.059663553,6.005946285,6.098938689
Gpr165,5.193627791,5.60513503,5.634897326,4.166349367,4.274411175,4.443739419
Fastkd1,8.062163491,7.877387159,7.466538176,6.403063723,6.571069504,6.880657304
Srd5a1,7.602488326,8.362394883,7.693556659,6.526580195,6.589554137,6.988203045
4933431E20Rik,6.531234251,6.565331836,6.229910079,5.263540504,5.041972906,5.466785159
Fmod,7.870926559,8.488675288,7.960992113,6.4668973,6.601569989,7.697508059
Cycs,8.533405907,8.590663544,8.3174659,7.344172084,6.982192598,7.560170936
Cycs,8.533405907,8.590663544,8.3174659,7.344172084,6.982192598,7.560170936
Dlgap3,6.57948517,6.502467209,7.408736403,5.450852799,5.672033278,5.812583735
Tll1,6.962372005,6.554102452,6.86541932,5.547405606,5.327246539,5.951547895
Cst6,5.803545905,6.33484908,5.565219891,4.675520582,4.348351927,5.123586286
Anxa10,4.829743113,5.590902802,4.6544487,3.91969238,3.748437582,3.843135307
Prex1,6.789002493,7.225016271,6.902063275,5.903718273,5.763863676,5.683894476
Prkacb,9.297701126,9.006598721,8.883630586,7.948247472,7.547404719,8.1249024
Ncapg,7.756140777,7.299238027,7.784955799,6.592219056,6.341575653,6.335532822
Olfm2,6.318958449,6.403135312,6.183682125,5.158863169,4.877323541,5.298004361
Chic1,6.651610977,7.102655814,6.696396652,5.576660694,5.537442301,5.763905522
Akt3,10.42902588,10.38441875,10.38465715,9.253855125,8.932449546,9.438260785
Atcay,7.064085218,6.876874028,7.513536217,5.948110943,5.727837907,6.203431203
Ppip5k2,9.539363771,9.364200489,9.329552504,8.233948915,7.94157862,8.481862853
Cntnap2,6.344425564,6.410039006,6.558004231,5.350472605,4.847313534,5.538709923
1500015L24Rik,6.76230695,7.652197694,7.340503678,5.702327847,5.825272038,6.648846148
Anp32e,8.313913395,7.818955499,8.257539981,7.005631844,6.802496175,6.992363984
Ralgps2,7.810965502,7.766259597,7.685839871,6.464213288,6.459994379,6.7472794
Grm2,7.417288543,6.670161759,7.097272152,5.747754984,5.892258922,5.948446705
Foxp1,9.791663493,9.934701598,9.974258623,8.62470256,8.54362398,8.932541477
1700025G04Rik,9.877332005,9.872352835,10.19714936,8.736544561,8.435836461,9.174439398
Gck,7.808128336,7.703600948,7.79643019,6.592655376,6.44088896,6.673754258
Bdh1,6.220007915,6.205982096,6.103727203,5.221636373,4.683944252,5.02124641
Evl,8.404575643,8.425266504,8.893541924,7.325193902,7.362372863,7.43180463
Fbp1,6.399872828,5.922405023,6.55963296,5.162947555,4.976843641,5.135927721
Gm11992,6.149257584,6.295684753,5.709672437,4.76876824,4.629794041,5.149424307
Rimbp2,8.611640761,8.97074082,8.387986087,7.178801538,7.472846557,7.711570965
Cdc14a,10.39352743,10.299459,9.869188655,9.016003521,8.92758125,9.007813022
Gm2888,6.674940876,6.349674667,6.74380749,5.199159904,5.351057634,5.606928517
Klhl7,8.99082139,8.985497804,8.761801923,7.647432922,7.469533873,8.008100608
Sobp,6.601134138,5.889025345,7.091809174,5.218595083,5.579300613,5.170378347
Nxpe3,6.510773212,6.412533695,6.579961954,5.343928345,5.065239037,5.479229534
Mns1,8.510138783,8.261669094,8.542431138,7.154705717,7.119542064,7.42385068
Ska1,6.193662065,5.925810395,6.125589558,4.992765859,4.656677237,4.978333954
Hoxb7,6.066255617,5.775727307,6.595733572,5.100299532,4.632221422,5.087733076
Cdc7,8.222178999,8.108624013,8.312150155,6.878080473,7.042673766,7.103910054
Nme1,7.869933878,7.56294717,7.588072408,6.402088681,6.062134418,6.935761302
Golga7b,7.311413456,7.356515001,7.312825306,5.603009512,6.49798929,6.258015361
Agbl4,6.668986109,6.343788745,6.02585335,5.325138765,4.99016755,5.099826854
Rps13,7.277177357,7.105102988,7.082251163,6.103655325,5.601911557,6.133075412
Vwa5b2,6.774315558,7.154214514,6.962332569,5.482385778,5.911301886,5.862798771
Got2,10.77493358,10.94810374,10.86121756,9.587249552,9.53936892,9.822114878
Hist2h2be,7.220562973,7.285881629,7.051652363,6.07294787,5.711493804,6.134202345
Hist1h2bk,8.11120798,8.06051283,8.868316873,7.302877099,7.103895354,6.992248967
Add2,6.6879201,6.442309216,6.970617797,5.613097539,5.363265465,5.482118774
Cycs,8.729746073,8.531417766,8.5307843,7.2368185,7.266913016,7.643833233
Gm4791,4.474695997,4.912937793,4.432893634,3.523445815,3.146766257,3.505281671
Mapk8ip1,8.491257515,8.699548444,8.710138429,7.341353508,7.268064482,7.64367385
Bmyc,8.298236835,8.546137997,8.141507193,6.675105338,7.361219531,7.301473722
Gm5622,7.388578521,7.621643917,8.437038405,5.862200751,6.554966946,7.377911288
Rimklb,6.24274498,6.267643949,5.411643878,5.068286456,4.589830168,4.610654408
Pgm2l1,8.426849937,8.784279033,8.332326887,7.190925413,6.996998697,7.699483519
Cand2,7.892940944,8.014158843,8.04087005,6.64640403,6.65533218,6.989169289
Pkd2l1,6.844042764,6.309694257,6.345069897,5.264966628,5.387723425,5.183319084
Ric3,6.814781631,6.779557679,6.890909867,5.555096348,5.36430002,5.899272737
Josd2,8.153872304,8.367050259,7.933487767,6.928954563,6.869023121,6.984847915
Cenpn,7.837321669,7.668676825,8.565261938,7.011144305,6.360379116,7.026267684
Cyp2u1,6.661434093,7.218435507,7.005574201,5.54759961,5.715483155,5.947595448
Sf3b3,4.393138499,3.848101583,4.444657007,3.144573352,2.531056353,3.331192246
Espn,7.983436478,7.972290249,7.649446067,6.480206146,6.614096708,6.830900402
Bcar3,9.725338355,9.652776518,9.246735032,8.077944485,8.300075028,8.565665739
Ttc7b,7.299662603,7.158910606,6.990334729,5.949394273,5.826219142,5.986616704
Xkr6,6.186944668,6.508555778,6.881540863,5.259068445,5.182470845,5.446355703
Optc,7.296058393,7.289043572,6.74482514,5.794258545,6.037365176,5.808545304
Trim35,7.428417279,7.622414625,7.900573766,6.396324508,6.099077435,6.764596552
Zdhhc14,8.264264956,7.977899537,8.112824413,6.796002224,6.686539527,7.179361134
Med12l,6.908322414,7.259829044,7.709208644,5.888203389,6.105395828,6.189632975
D430041D05Rik,6.391488584,6.545512873,7.583768642,5.324137895,5.694346345,5.80720217
Igdcc4,6.101802675,6.657795556,6.156478222,4.75806713,5.167904289,5.292783652
Hsph1,8.125331338,8.579570262,8.474616866,6.552364659,6.855023995,8.074790922
Cap2,7.401525379,7.660152206,7.454008271,6.186658677,6.11446726,6.515665804
Mapk4,7.08673303,7.348422465,7.032096286,5.968692286,5.936339724,5.858803036
Prkca,8.49377955,8.989995668,8.320302128,7.225511433,7.263466492,7.609805796
Prdm1,8.701072661,8.89918085,8.447853374,7.469913349,7.332927925,7.538315048
Pappa,7.910240464,8.149409486,7.511696873,6.55162942,6.532139033,6.780137675
Slc29a4,7.33454888,7.2291663,8.154178206,6.473706474,6.075864778,6.455263162
Slc38a3,5.649459726,5.651913353,6.51236807,4.685877987,4.776473051,4.638059078
Aspm,7.823889166,7.267378665,8.077333007,6.75301771,6.043802261,6.657696131
Usp11,8.587616642,8.758180651,8.902853542,7.483428969,7.256747983,7.790883334
Rny1,10.97763225,10.70124241,10.22720986,9.260798458,9.828521984,9.099100329
Usp13,6.094032137,6.192139156,6.497321876,5.058004041,4.933692447,5.073790055
Dnajb5,8.513957868,8.180389159,8.524338659,7.159660176,7.134993637,7.202709883
Fam184a,5.80993974,6.245443694,6.387579375,4.583166309,4.634165807,5.499839276
Eif4e3,8.529737145,8.570707999,8.551610538,7.192069892,7.273559471,7.458242101
Crhr2,7.74997785,7.85254265,6.895343305,6.476878642,6.097017705,6.194255537
Cenpf,8.920345223,8.346527919,9.094413195,7.492179261,7.319233605,7.819184406
Armcx1,6.969879106,7.327548367,6.632523237,5.654401324,5.499051351,6.045169994
Gpr137c,5.536935151,5.911193817,6.376184466,4.892701662,4.667611442,4.531662233
Dcc,5.089360255,5.704548871,6.796947207,4.201404492,4.879278084,4.775613209
C2cd4b,11.25340861,11.50054247,11.07558707,10.08060652,9.918985404,10.09182484
Glce,9.45991245,9.508905501,9.207103863,8.276885843,7.801525161,8.35819644
Prom2,8.547293653,8.907438965,8.288255259,7.401994035,7.072722993,7.527881158
Trnp1,7.934080767,7.637116007,7.731975036,6.49595259,6.433986428,6.631771617
Chaf1b,9.714849923,9.618419274,9.730737189,8.547180271,8.245244626,8.529324024
Zfand4,6.540703595,6.720119629,6.221856548,5.482903051,4.89548333,5.362027833
Fxyd5,7.078632705,7.702577468,7.300531481,6.092001238,5.495750136,6.744749753
Zcchc3,7.582873546,7.613909142,7.699141598,6.172315463,6.364599056,6.608984872
Efcab5,6.528701895,6.323378736,6.200624604,4.997321761,4.911481489,5.389610877
Fam163a,7.05987165,7.480945278,6.916392018,6.001684334,5.69807479,6.000398634
1700048O20Rik,6.803371552,6.832886886,6.339442296,5.444456552,5.374957202,5.396270226
Tmem30b,11.00426959,11.25922656,10.60298822,9.777139983,9.419671416,9.907536945
Morn4,8.210293003,8.077125027,8.123447166,6.991233649,6.624903698,7.03176937
Sv2b,6.392575274,5.740754798,5.95676372,4.770263409,4.712719534,4.843708029
Plscr4,7.061233146,7.167306461,7.003411752,6.074218864,5.331453593,6.061881297
Dlg4,8.134868093,8.042947329,8.041866529,6.767801184,6.774787648,6.91192382
Spire2,8.705447906,9.091178868,8.609272699,7.431106407,7.415289295,7.793321788
Anks1b,5.945744828,5.645127063,6.51060023,4.622971941,4.81251724,4.89883561
Gm3159,5.49805762,5.322309792,5.916058133,4.268001697,4.574764025,4.126283278
Hap1,9.373568315,9.575499487,9.472064114,8.081407808,8.304869643,8.266285438
Spag5,8.382507492,7.884441386,8.501102598,7.237512565,6.742207069,7.015614284
Meis3,6.98213826,7.410894491,7.370450366,5.940017352,6.059036989,5.988935899
Ttc3,10.04258828,10.09991239,10.24892893,8.891723757,8.657085641,9.067049404
Mir153,5.101675218,4.729849007,5.257749714,3.781805991,3.896659488,3.630585509
Nucb2,9.310058742,9.359371982,8.693204714,7.735419002,7.652654341,8.193706133
Wee2,6.158255284,5.890755969,5.804001261,4.750166579,4.58481421,4.734258176
9230110C19Rik,7.080116791,7.335399776,6.510233689,5.468050197,5.765465407,5.907463382
Trim9,6.812204508,7.365726419,6.983004962,5.829660184,5.637235267,5.909073832
Tmem65,9.029783598,9.07312781,8.930685926,7.762460417,7.536045739,7.948541345
Scn8a,6.275990526,6.003139198,6.622256152,4.828891067,5.097530233,5.187426957
Prr11,8.03352926,7.941601078,8.920628316,7.123609944,6.881207147,7.101987918
Ccdc148,6.181274169,5.955682606,5.920648828,4.969807339,4.623653237,4.672204732
Nek2,8.136895408,7.808732207,8.209250677,6.702893949,6.775042365,6.883255763
Cpa2,6.441112999,6.130126073,6.470805075,4.83390262,5.096735431,5.31618921
Plcxd3,6.643261111,6.346801788,6.007437627,4.795163186,5.256434398,5.150482999
Sult4a1,5.750585332,5.298778982,6.462331653,4.448878927,4.629325364,4.637480687
Pglyrp3,6.458051916,6.65230174,6.388841356,4.990386089,4.972535413,5.7382413
Fabp5,7.452104034,7.103385717,7.74011386,6.314513637,6.01084031,6.159260919
Ankrd13b,8.319096388,8.296044434,8.541594829,6.789600512,7.213262208,7.342673606
Mpp6,9.648370472,9.724592751,9.540375654,8.301195776,8.098171604,8.701613749
Kif18b,8.720656737,8.598025989,9.172238594,7.597477382,7.493844722,7.587164362
Dusp26,7.850701722,8.059288885,7.657424927,6.662992884,6.347843823,6.742333527
Eno2,7.388300249,7.482781836,7.199689401,5.888557974,6.017350012,6.346498362
Cdk5r2,7.486770334,7.631647221,7.680659068,5.95229785,6.383431477,6.644425639
Slc6a6,10.13662247,10.08131032,9.758827547,8.852866797,8.314428318,8.988108581
Slc9a9,7.830528458,7.987343021,7.682639238,6.466963425,6.230133014,6.981857221
Adamtsl2,7.51895893,7.932616818,7.804778113,6.250186998,6.472359149,6.710101592
Dgkg,6.421566191,6.674461684,7.167425186,5.128614349,5.313950301,5.99509907
Impdh1,7.833078965,7.889829512,7.669256821,6.77037756,6.397902483,6.394124644
Casc5,8.860852704,8.560667732,9.196369754,7.741302147,7.405481413,7.638340704
LOC381967,5.813749689,5.544127653,5.175502135,4.381753606,3.854445347,4.463186907
Ppfia3,6.498617801,6.825162423,6.683235184,5.412219733,5.308556474,5.452213819
Cd59a,9.022946194,8.966194145,8.502000691,7.778083952,6.916388705,7.960281383
Utp20,8.874378806,8.743151569,8.559526349,7.388637589,7.338253637,7.609593223
Prickle2,7.136146658,7.3002829,6.866846384,5.681242119,5.662832876,6.116300316
Bambi,9.021132709,8.958652403,8.473778706,7.747462925,7.363632062,7.499041766
Ctxn1,7.862840461,7.803868542,8.072394682,6.501357651,6.577593264,6.815974703
Sorcs1,4.927967856,5.876783618,5.218646645,4.043644255,4.184882057,3.946938241
Syne1,8.164603086,8.326691236,8.028479652,6.57143374,7.075588362,7.023030345
Apol7e,7.225431218,7.560805628,7.054015273,6.208265103,5.82267378,5.959412744
1700009N14Rik,5.510270651,5.45826892,5.059898278,3.763534757,4.287909895,4.126521199
Cd109,6.447125138,6.525846162,5.79064723,4.914491044,4.587604599,5.408715322
Dusp10,8.321019621,8.043504033,8.115957946,6.992530184,6.603140432,7.031620019
Aldh1a2,7.988572552,7.513821615,6.906076058,6.234507106,5.975794549,6.343117021
Nusap1,8.880829163,8.65862199,9.162543935,7.660120501,7.51164479,7.673274628
Cdkn1a,11.69107996,11.47115308,11.29014118,10.29174406,9.87164774,10.42733314
Ckap2l,7.263719876,6.974122954,7.485145019,5.909056858,5.723676343,6.219408104
Pdp1,8.273838042,8.077127425,8.042956608,6.955585898,6.501258876,7.062060227
Cmtm3,6.412802008,6.617085002,7.12045013,5.323763384,5.151550471,5.799761486
Bai1,7.154245505,7.050417382,7.180505923,5.715849309,5.900849489,5.892485827
Hhip,4.72280638,4.646594264,5.87929038,3.217538419,3.845769869,4.308974928
Kcnf1,6.856800122,6.966981262,6.256525278,5.028419741,5.40700016,5.764820235
Rnf180,7.196030733,6.794810749,7.046406689,5.772682607,5.530448278,5.847942544
Srrm3,7.864370851,7.732507284,7.952601436,6.516651312,6.572925353,6.573585337
Hsf2,8.517676977,8.411050139,8.223476849,7.16045552,6.923162961,7.180709154
Hunk,6.874797846,6.976535466,7.507544081,5.716861249,5.580116428,6.172855959
Kcnq3,6.126335449,6.270776632,7.161176185,4.852953533,5.15469705,5.660846947
Xylt1,7.715228629,7.796793653,7.536741391,6.024469773,6.52579631,6.606929592
Fsd1,7.337647456,7.382677348,7.8670122,6.035049101,6.217116057,6.437691265
Arsg,7.116366018,6.826703848,6.544116529,5.659983598,5.393952099,5.532830117
Zswim5,8.29592166,8.467005426,8.610992596,6.99234731,7.135686145,7.343789572
Birc5,6.263417953,6.234372387,7.021283235,5.314165091,5.164869081,5.136506848
Megf9,10.37070677,10.3987825,10.43428147,8.867543751,9.113095597,9.318747017
Mcoln3,7.903893008,7.775617205,7.234224094,6.306919142,6.071579775,6.630024753
Elavl4,6.126906868,5.948189083,6.40769749,4.758109536,5.142864932,4.673842354
Slc2a13,7.584832578,7.880215542,7.019589,6.26207143,5.90022201,6.411677484
Pcdhb3,4.505037552,4.555530856,4.588151402,3.043916626,3.212553106,3.477621829
1700095J03Rik,6.606120348,6.781699225,6.232747406,5.097007502,5.375477353,5.2320974
Rrm2,7.786106724,7.401430415,8.404887597,6.640885642,6.381272503,6.652948936
Gfra4,6.935502316,7.547862115,7.831309586,6.113728543,6.186779871,6.092047176
Mki67,10.94318234,10.64045144,11.22219401,9.629895204,9.459863511,9.793236817
Dgke,6.881756912,6.704012857,6.593240329,5.443710267,5.285515969,5.526567065
Chrnd,6.399402724,6.100755118,6.050099015,4.963124147,4.613805342,5.046499097
Cds1,7.229828523,7.616625918,7.273874154,5.936276263,5.915242384,6.339545838
Stmn3,7.030104238,7.086189305,7.172252168,5.840272008,5.515874381,6.003007402
Atp8b2,7.657679843,7.950424291,7.883045127,6.188498298,6.418123265,6.952259019
Astn2,8.042175908,7.82784514,8.331239703,6.659271666,6.565158434,7.041800822
Erg,6.514492341,6.479369343,6.363565405,4.954432702,5.256434398,5.210361639
Gpr162,6.600779277,6.489673785,6.437687404,5.219409439,5.431651799,4.934209298
Scn3b,6.449635242,6.233117426,6.937966157,5.097521557,5.046822287,5.524964009
Slc39a6,9.042778464,8.954939213,9.031299818,7.752610601,7.407064546,7.917604113
Lrp12,7.221341409,7.386918661,7.464696759,5.945310564,5.965032091,6.210582047
Insm1,8.368738328,8.440364315,8.670387154,7.04707141,7.22137775,7.256362027
H1fx,10.01690237,9.823603228,9.973634275,8.613465959,8.438066461,8.80574898
6330415B21Rik,5.657748328,5.041597134,5.610309806,4.095360805,4.092512239,4.152973564
Mir344-2,4.393091236,3.836861291,4.955453478,3.078410631,3.330769094,2.805672612
Fsd1l,7.862253226,7.754207776,8.015391164,6.486340492,6.44108672,6.730622568
Cdh2,6.133390888,6.020420846,6.031025682,4.920570236,4.425602265,4.863121049
Arhgap33,7.528242875,7.439085089,8.159451831,6.362500534,6.2957103,6.490846837
2610318N02Rik,7.506462365,7.046925788,7.688608077,6.413382023,5.790542212,6.059219612
H2afy2,6.173342997,5.812644807,6.313853153,5.156927799,4.423861112,4.734285933
Dusp2,8.601681968,8.418408964,7.322615667,6.869488328,6.721947388,6.761157025
Palld,6.890379352,7.221341409,7.077496427,5.648773316,5.529889707,6.015860505
Tmem57,9.808352476,9.405189166,9.874959792,8.409618865,8.167639065,8.515171078
Klk1,12.12978922,12.63644253,12.6674932,10.72007515,10.66932589,12.04172083
Nefh,7.678384904,7.41571135,7.422238378,5.854215048,6.229124156,6.429072955
Abcg4,6.901384717,7.088462074,7.111818707,5.523863167,5.515956593,6.057123198
Tpx2,8.892863965,8.554603578,9.199749098,7.572654901,7.374660717,7.695051347
Top2a,9.775190884,9.570604335,10.08237432,8.450044855,8.464802673,8.508420974
Slc7a3,5.406329434,5.835420569,5.941306601,4.355637627,4.43799205,4.379875183
Rb1,6.247189771,6.723352728,7.119783732,5.890771918,4.913390678,5.27195738
Aatk,7.72863958,7.88668986,7.720463946,6.499667247,6.31578646,6.504427539
Tet1,6.828112658,6.799937405,6.908690937,5.253046003,5.719532165,5.546772779
Gm19760,5.764590352,5.919926848,5.559979425,4.27085989,4.295966278,4.652178207
Gm5458,6.496334513,6.338264796,6.56875556,5.161388509,4.972046008,5.244216993
Gm19590,7.036214257,6.468351189,6.232747376,5.132077924,5.426273679,5.15176342
Hrh3,7.868198948,7.563687344,8.085514078,6.179668823,6.383131171,6.925183665
Cdh4,6.826585593,6.676934827,6.820203741,5.551554568,5.357263196,5.384629274
Pcsk1n,7.546029537,7.956875749,7.803196785,6.472707574,6.546274714,6.255950141
Txndc16,8.523135241,8.530021349,8.517742981,7.449812651,6.578159306,7.511271267
Clec2l,5.94065255,6.28029906,6.588673734,4.807384452,4.83379461,5.13603841
Slc35g1,7.299823512,7.228736857,7.367353065,5.965135427,5.482551478,6.411469596
Slc16a3,8.213905592,8.392848502,8.222959385,6.893597407,6.864150783,7.032671672
Epb4.1l3,5.577075734,5.335029826,6.59032672,4.323742489,4.263487077,4.87510181
Mpp3,6.861577266,6.697221441,7.054728282,5.404619374,5.516190023,5.65032177
Agfg2,8.701740047,8.757524932,8.684581791,7.514990666,6.942952484,7.638962036
Troap,8.743966016,8.397404532,9.303527966,7.527528997,7.443155917,7.427178707
Zcchc18,7.577572576,7.521740588,7.571635254,6.205822405,6.287741376,6.129869298
Gm10308,7.190823623,7.203191271,6.683105782,5.334203112,6.023331714,5.666746173
Dusp5,8.661431606,8.503751991,8.68310937,7.511269222,6.92951255,7.352808324
Eid2,7.272904943,7.18379663,7.185101439,5.662538053,5.5398374,6.372248947
Vbp1,5.097246143,5.285331879,5.06863588,3.643936608,3.643936608,4.095906637
Zdhhc13,9.442416033,9.444214871,9.04107094,8.099451541,7.570847862,8.18938185
Mreg,7.394723533,7.281208594,7.523133259,5.858751654,6.0586319,6.213177031
Dgat2,6.798971675,7.052849875,6.786998947,5.543292286,5.263488347,5.759476839
Adamts18,6.425965086,6.380517956,5.919613012,4.875123983,4.430787139,5.347153717
Asap1,8.730643088,8.78916814,9.546633222,7.737049052,7.543751347,7.710417707
Gm527,7.348851672,7.135419701,6.899558499,5.922692168,5.296687897,6.083752975
Gm3227,6.164395763,6.737894298,6.668266221,5.242168085,5.35004769,4.896913873
Pitpnc1,8.146234374,7.776863722,7.969374221,6.586851979,6.419125134,6.802043351
Chn1,6.844190329,6.728881085,7.187341735,5.373922723,5.519861024,5.779865615
Myo1h,6.959503138,6.916478164,6.64228058,5.661325278,5.38689519,5.38153993
Plk4,8.070804556,7.804523867,8.260651088,6.779932698,6.398930276,6.86696462
Pgm1,9.090384348,9.20425425,8.712423282,7.393237807,7.472685636,8.04829407
Msi1,7.27223967,6.780763687,7.271344316,5.833827388,5.581690184,5.813311658
Lhfpl5,7.07750965,6.922812091,6.436375457,5.360657139,5.394516966,5.585365153
Scml4,7.074022543,7.472178651,6.871602286,5.504912614,5.97567735,5.840046326
Lmtk3,7.544622851,7.78333991,7.791107452,6.416853112,6.45046625,6.149477073
Dtx1,8.226521571,8.017122324,8.647355399,6.498106968,7.241535215,7.048093113
Vat1,8.152908938,8.589251127,8.069527024,6.788559345,6.863642831,7.051645723
Chrdl1,5.189834177,5.2834631,5.70272117,3.780711449,3.951038814,4.333811876
Gnaz,7.169599182,7.1883784,7.223718226,5.753287804,5.372583893,6.344420419
Ddx25,5.914388481,6.018103022,5.943872486,4.228292852,4.589326375,4.942570143
Helb,7.889830287,8.03411917,7.890715645,6.393320787,6.454815533,6.848190573
Camk2b,6.279239444,6.199231339,6.66506416,4.840809514,5.072580849,5.111305494
Actl6b,7.420653289,7.628850689,7.574422432,6.172295716,5.830727403,6.49753041
Ttk,8.180083437,7.770991464,8.315070425,6.963481069,6.402602507,6.775933799
D930020B18Rik,6.806219095,6.925020425,6.479386795,5.171757641,5.288649579,5.622956647
Ptp4a3,8.40095316,8.484569994,8.278122379,6.941895908,6.979557271,7.11472479
Slc36a1,9.403720081,9.75799184,9.34830201,8.109196015,8.074317554,8.197060406
Tmem74,5.247821656,5.402084026,6.497652968,4.021504645,4.342802738,4.653160399
Gpr139,6.253788815,6.59829447,5.839281627,4.929166583,4.498661825,5.131176879
Pknox2,7.958043153,8.036757764,8.066280277,6.58460195,6.253047908,7.090762801
Ctsf,8.137060031,8.334354602,7.664087008,6.695309476,6.544409016,6.757340754
Hoxb4,6.418829437,6.871297204,7.242028233,5.054257391,5.646167639,5.688122047
Cldn9,7.116250006,7.639117224,7.236594454,5.924737553,5.745595166,6.177174939
Auts2,7.604879079,7.89402431,8.411380583,6.486544204,6.337680599,6.935451917
Slc38a5,6.75273269,7.360122767,6.795011734,5.536694012,5.357535793,5.859827725
Pcdh10,7.382166578,7.001752859,7.264818237,5.882116345,5.463726271,6.1470279
Sbk1,7.819980577,7.810551142,7.791494234,6.386441085,6.335217076,6.542324342
Klk1b5,9.313230117,9.973601894,9.882961646,7.718145531,8.040656046,9.250591191
Mis18bp1,8.018539212,7.684451323,8.358146525,6.700197333,6.593265195,6.606828789
Cadm1,9.575717804,9.435930253,9.297157981,7.935460673,7.789340503,8.422890622
Kcnd2,5.966832669,6.716443811,7.26624603,5.384484347,4.879501243,5.520545325
Agpat4,7.381081673,7.304021262,7.511136224,5.855702827,5.953943768,6.218773137
Sox11,7.151391678,6.287706388,7.735383064,5.743809144,5.357949071,5.904284691
Fbxo2,7.664420485,7.464208342,7.486045893,6.282872676,5.853941423,6.303924595
Apln,6.261616988,6.048251119,5.824650285,4.761965172,4.336437878,4.856945621
Shcbp1,6.992154592,6.631979588,7.140540586,5.77738323,5.252149873,5.551979066
Ap1s2,6.105782181,5.849652502,6.485456111,4.626901486,4.568096516,5.062199637
Ypel4,8.166786004,8.363087237,8.038116391,6.951380828,6.419033368,7.009606697
Slco4a1,7.305502946,7.42976972,7.323612357,6.067588456,6.149900414,5.652097214
Sh3gl2,5.611504375,5.347098416,4.867636072,4.152296135,3.489045517,3.994449289
Bok,8.510591579,8.713743778,8.618674337,7.014980429,7.061979028,7.569090221
Shank1,6.415895127,6.333598887,6.719259792,5.043737055,4.975163989,5.251794806
Igf2os,6.468549367,6.579710275,6.106364626,4.924967092,4.853140512,5.175401529
Gm3696,7.693687593,7.113756246,7.828681487,5.957882525,6.278048545,6.196018072
Aebp1,8.467787319,8.496461366,8.265600818,7.162124526,6.471073956,7.391276936
Tmem145,6.959892113,6.990834203,7.570955361,5.841189863,5.602987822,5.869604827
D630045J12Rik,6.804000122,7.174762626,7.375789411,5.470391041,5.831046448,5.844746084
Marcks,9.293624415,9.248388085,9.645652598,7.93586128,7.775674945,8.266950053
Upp1,8.306833043,8.450070206,8.022601623,6.880878185,6.49939717,7.18230352
Mt3,7.714943964,7.877637432,7.266627674,6.299021127,5.941820777,6.399037647
Igf2os,7.443839926,7.385140576,7.0507492,6.103929911,5.524684873,6.027936214
Dennd2a,7.215309289,6.934724434,7.123023277,5.695158748,5.651536639,5.698980921
Mex3b,7.387119834,7.229085683,8.201811968,6.248958631,6.055886127,6.282663647
Tbc1d16,8.108854245,8.253208116,8.065942058,6.372905056,6.81023195,7.013694432
1810008I18Rik,8.531126861,8.308172272,8.336197681,6.96108876,6.578993188,7.398526375
Fitm1,7.720848998,7.944774544,7.406787549,6.404591022,6.092918824,6.333259191
Plk2,8.905546236,9.170940188,8.640145202,7.579496405,6.937069651,7.957624018
Phf21b,8.092189462,8.272354374,8.24809657,6.714065895,6.807908638,6.8448352
Arl4a,9.822399531,9.592576563,9.07035438,8.14907782,7.806612187,8.282368662
Rassf4,7.24459038,7.362792183,7.687705034,6.256106635,5.398481268,6.391013706
Pcdhb6,6.756361574,6.756899296,6.598454617,5.258934485,5.443197059,5.155782597
Sptb,7.432309443,7.783846163,7.254481421,5.995967437,5.900672969,6.318062795
