p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000154788122062	0.00243680729303	GO:1901653	b	5	cellular response to peptide	383; 526; 529; 533; 537; 781; 2771; 5573; 5621; 6844; 7494; 9114; 9296; 9550; 84275; 375704; 51382; 155066	ATP6V0B; ATP6V1D; VAMP2; SLC25A33; ATP6V0E2; ARG1; ENHO; ATP6V1E1; ATP6AP1; ATP6V1F; PRNP; PRKAR1A; ATP6V1G1; ATP6V1B2; CACNA2D1; GNAI2; ATP6V0D1; XBP1	370	368
0.000161050197718	0.00167918514973	GO:0006915	b	4	apoptotic process	87; 291; 333; 638; 665; 811; 1072; 1522; 1655; 1984; 2023; 2274; 429; 2771; 468; 3001; 3190; 3301; 3309; 3326; 3856; 3875; 4072; 4504; 4803; 4830; 5300; 5436; 5499; 5621; 5876; 6622; 6659; 7001; 7314; 7316; 7320; 7323; 7416; 7494; 7857; 51124; 10049; 10912; 10971; 11337; 51079; 55081; 84299; 51330; 84681; 84707; 415116; 23787; 25824; 25994; 26135	NGF; YWHAQ; HSPA5; HIGD1A; PRDX5; SCG2; PRDX2; UBE2D3; MIEN1; APLP1; PIN1; KRT8; GNAI2; VDAC1; SOX4; EIF5A; FHL2; BIK; MT3; UBC; PRNP; DNAJB6; IER3IP1; GADD45G; HSP90AB1; HNRNPK; HINT2; NDUFA13; XBP1; BNIP3L; BEX2; IFT57; GABARAP; ASCL1; SLC25A4; ENO1; CTSZ; CFL1; EPCAM; PIM3; NME1; ACTN1; DNAJA1; GZMA; MTCH1; PPP1CA; CALR; UBE2B; SERBP1; POLR2G; RABGGTB; DDX5; TNFRSF12A; UBB; SNCA; ATF4; KRT18	1933	1924
0.000165407708692	0.00137719896585	GO:0061024	b	3	membrane organization	665; 805; 811; 928; 1522; 3312; 3799; 4504; 801; 5660; 5864; 6616; 6622; 6844; 6855; 7314; 7316; 8417; 8766; 8775; 9066; 9378; 10092; 10814; 10959; 10971; 10972; 51079; 122553; 51693; 23787; 140823	TRAPPC2L; HSPA8; STX7; CD9; TMED10; CALM2; TMED2; CALM1; MT3; YWHAQ; RAB11A; NAPA; NDUFA13; ROMO1; BNIP3L; SNCA; ARPC5; CPLX2; CTSZ; RAB3A; SNAP25; VAMP2; MTCH1; CALR; PSAP; NRXN1; SYT7; TRAPPC6B; SYP; UBB; UBC; KIF5B	879	879
0.000166028535451	0.00167941073324	GO:0090151	b	4	establishment of protein localization to mitochondrial membrane	801; 805; 51079; 140823	NDUFA13; CALM2; ROMO1; CALM1	16	16
0.000166028535451	0.00167941073324	GO:0061684	b	4	chaperone-mediated autophagy	1915; 3312; 6622; 10273	STUB1; EEF1A1; HSPA8; SNCA	16	16
0.000168177943667	0.00167941073324	GO:0036230	b	4	granulocyte activation	226; 230; 383; 1471; 1522; 1727; 1915; 1938; 3312; 3326; 5660; 5864; 5870; 6616; 6727; 6844; 7077; 7276; 10092; 89777; 84418; 51382	ATP6V1D; CYB5R3; TIMP2; EEF1A1; HSPA8; RAB6A; TTR; HSP90AB1; SRP14; CST3; SERPINB12; ARPC5; CTSZ; RAB3A; ALDOA; CYSTM1; ALDOC; SNAP25; VAMP2; ARG1; PSAP; EEF2	509	507
0.000171115704538	0.001394410954	GO:0051098	b	3	regulation of binding	805; 1452; 1522; 2280; 3001; 3309; 3400; 4043; 4803; 801; 4830; 5300; 5499; 5901; 7341; 8721; 10273; 375704	EDF1; STUB1; NGF; CALM2; GZMA; HSPA5; CALM1; LRPAP1; ID4; PPP1CA; NME1; RAN; CTSZ; SUMO1; FKBP1A; PIN1; ENHO; CSNK1A1	372	371
0.000199017927163	0.00304543979679	GO:0003357	b	5	noradrenergic neuron differentiation	429; 3642; 6659	ASCL1; SOX4; INSM1	7	7
0.000201273729998	0.00198110511709	GO:0006888	b	4	ER to Golgi vesicle-mediated transport	1522; 5862; 8775; 51124; 10671; 10959; 10972; 11258; 11316; 122553; 222068; 51693; 140735	TRAPPC2L; TMED4; TMED2; COPE; DYNLL2; TRAPPC6B; IER3IP1; RAB2A; CTSZ; NAPA; DCTN3; DCTN6; TMED10	220	219
0.000203978383	0.00198110511709	GO:0070848	b	4	response to growth factor	383; 796; 1644; 1655; 1915; 1938; 429; 3309; 3326; 3746; 4212; 4504; 4803; 5228; 5300; 5435; 5436; 6622; 6692; 7314; 7316; 7323; 10140; 10273; 10563; 11156; 27020	NGF; KCNC1; HSPA5; EEF1A1; UBE2D3; PIN1; PGF; SPINT1; TOB1; STUB1; MT3; MEIS2; SNCA; HSP90AB1; PTP4A3; ASCL1; POLR2G; POLR2F; DDC; NPTN; CXCL13; ARG1; DDX5; UBB; UBC; CALCA; EEF2	699	697
0.000205365207641	0.00304543979679	GO:0097479	b	5	synaptic vesicle localization	801; 805; 5864; 6616; 6622; 6844; 6855; 8775; 9066; 10814; 27445	SNAP25; VAMP2; CALM2; NAPA; CALM1; SYT7; CPLX2; SYP; PCLO; RAB3A; SNCA	163	163
0.000210030330813	0.00304543979679	GO:0071375	b	5	cellular response to peptide hormone stimulus	383; 526; 529; 533; 537; 2771; 5573; 6844; 7494; 9114; 9296; 9550; 84275; 375704; 51382; 155066	ATP6V0B; ATP6V1D; VAMP2; SLC25A33; ATP6V0E2; ARG1; ENHO; ATP6V1E1; ATP6AP1; ATP6V1F; PRKAR1A; ATP6V1G1; ATP6V1B2; GNAI2; ATP6V0D1; XBP1	314	312
0.000215220739677	0.001717282152	GO:1901615	b	3	organic hydroxy compound metabolic process	805; 1312; 1644; 1727; 2222; 2224; 2643; 3029; 3642; 4504; 801; 5860; 5901; 5950; 6307; 6622; 6820; 7276; 7555; 10654; 51573; 123099	MSMO1; CYB5R3; CNBP; CALM2; CALM1; HAGH; MT3; FDFT1; QDPR; SNCA; COMT; RBP4; GDE1; DDC; FDPS; DEGS2; GCH1; PMVK; INSM1; RAN; SULT2B1; TTR	517	516
0.000229499925727	0.00320097758631	GO:0042176	b	5	regulation of protein catabolic process	975; 1452; 1471; 1915; 3326; 4946; 5270; 5300; 6622; 7077; 7314; 7341; 10273; 11345; 51079; 79016; 89777; 29978	SERPINB12; CSNK1A1; STUB1; CD81; EEF1A1; GABARAPL2; OAZ1; HSP90AB1; SUMO1; UBQLN2; NDUFA13; DDA1; UBB; SNCA; CST3; PIN1; SERPINE2; TIMP2	382	380
0.000232375868335	0.00320097758631	GO:0051046	b	5	regulation of secretion	291; 537; 801; 805; 1113; 1312; 2771; 2778; 3382; 3799; 5864; 5865; 5950; 6447; 6616; 6622; 6659; 6844; 6855; 6992; 7494; 8775; 9066; 9324; 10814; 415116; 27445; 25874; 3170	HMGN3; CHGA; SCG5; MPC2; GNAI2; SOX4; XBP1; CALM2; CALM1; CPLX2; ATP6AP1; ICA1; FOXA2; PCLO; NAPA; PIM3; COMT; SLC25A4; PPP1R11; RBP4; RAB3B; RAB3A; SNAP25; VAMP2; GNAS; KIF5B; SYT7; SYP; SNCA	780	779
0.00023380961367	0.00222401315869	GO:0032870	b	4	cellular response to hormone stimulus	383; 526; 529; 533; 537; 811; 1655; 1977; 2274; 2288; 2771; 3301; 3727; 4062; 4504; 5228; 5573; 5901; 6844; 7494; 9114; 9296; 9550; 84275; 375704; 51382; 155066	ATP6V1D; ATP6V1F; JUND; FKBP4; SLC25A33; GNAI2; XBP1; PGF; RAN; MT3; ATP6AP1; FHL2; ATP6V1B2; ATP6V0B; LY6H; VAMP2; PRKAR1A; EIF4E; ATP6V0D1; DNAJA1; ARG1; CALR; ATP6V1E1; DDX5; ATP6V1G1; ATP6V0E2; ENHO	705	703
0.000235262322851	0.00222401315869	GO:0044265	b	4	cellular macromolecule catabolic process	665; 975; 1153; 1452; 1471; 1522; 1655; 3001; 3309; 3312; 3326; 3921; 4189; 4738; 5094; 5436; 6048; 6141; 6171; 6230; 6992; 7267; 7314; 7316; 7320; 7323; 7341; 7345; 7494; 9045; 10140; 10273; 10952; 11345; 79016; 51529; 29978; 26135	HSPA5; SUMO1; CIRBP; HSPA8; UBE2D3; SEC61B; RPL41; XBP1; NEDD8; DNAJB9; TOB1; GABARAPL2; CD81; UCHL1; ANAPC11; HSP90AB1; PCBP2; CST3; RPS25; BNIP3L; TTC3; SERBP1; PPP1R11; POLR2G; RPL18; GZMA; RPL14; CSNK1A1; RPSA; STUB1; UBE2B; CTSZ; DDX5; UBQLN2; UBB; UBC; RNF5; DDA1	1141	1138
0.000257557226668	0.00346131785107	GO:1902653	b	5	secondary alcohol biosynthetic process	1727; 2222; 2224; 5901; 6307; 7555; 10654	MSMO1; FDPS; CYB5R3; RAN; PMVK; CNBP; FDFT1	69	69
0.000258391925306	0.00201967566107	GO:0044403	b	3	symbiont process	291; 383; 665; 805; 975; 1072; 1655; 1974; 1977; 2224; 3190; 3312; 3326; 3831; 3855; 3856; 3875; 3921; 801; 5094; 5479; 5870; 5901; 7314; 7316; 7341; 7416; 11168; 8562	RAN; SUMO1; HSPA8; RAB6A; KRT7; VDAC1; KRT8; CALM2; CALM1; CD81; DENR; HSP90AB1; HNRNPK; PCBP2; BNIP3L; SLC25A4; CFL1; EIF4E; FDPS; PSIP1; RPSA; ARG1; DDX5; UBB; UBC; KLC1; EIF4A2; PPIB; KRT18	784	784
0.000288886521759	0.00269500715694	GO:0016050	b	4	vesicle organization	811; 1522; 3799; 5270; 5864; 6616; 6855; 8417; 8766; 8775; 9066; 10814; 10959; 10972; 122553; 51693	TRAPPC2L; SNAP25; CPLX2; NAPA; CALR; TRAPPC6B; STX7; SYT7; RAB11A; CTSZ; SYP; RAB3A; TMED10; KIF5B; SERPINE2; TMED2	321	321
0.000302817433585	0.00278828000535	GO:0043434	b	4	response to peptide hormone	383; 526; 529; 533; 537; 1036; 2771; 3488; 5573; 5860; 6844; 7494; 9114; 9296; 9550; 84275; 375704; 51382; 155066	ATP6V0B; ATP6V1D; VAMP2; SLC25A33; ATP6V0E2; ARG1; ENHO; ATP6V1E1; CDO1; QDPR; ATP6AP1; ATP6V1F; PRKAR1A; ATP6V1G1; IGFBP5; ATP6V1B2; GNAI2; ATP6V0D1; XBP1	425	423
0.000315352475091	0.00413712413751	GO:0051588	b	5	regulation of neurotransmitter transport	801; 805; 5864; 5865; 6622; 6844; 6855; 8775; 9066; 10814	VAMP2; CALM2; NAPA; CALM1; SYT7; CPLX2; SYP; RAB3B; RAB3A; SNCA	144	144
0.000322235481362	0.0029290379011	GO:0048585	b	4	negative regulation of response to stimulus	333; 383; 801; 805; 811; 928; 1452; 2023; 2274; 2280; 2771; 468; 3301; 3309; 56853; 3488; 4043; 4189; 5037; 5094; 5270; 5300; 5621; 5660; 6622; 7001; 7077; 7314; 7316; 7320; 7345; 7494; 7857; 9378; 9455; 10140; 10273; 10563; 51079; 78986; 29937; 50861; 415116; 55450; 25994; 3170; 29978	TIMP2; HSPA5; LRPAP1; HIGD1A; CELF4; PRDX2; APLP1; PIN1; GNAI2; CD9; SERPINE2; XBP1; PEBP1; DNAJB9; CALM2; STMN3; CALM1; STUB1; UBC; PRNP; FHL2; PCBP2; DUSP26; NDUFA13; HOMER2; NENF; PIM3; SNCA; SCG2; ENO1; IGFBP5; TOB1; CXCL13; UCHL1; DNAJA1; CSNK1A1; ARG1; CALR; UBE2B; PSAP; NRXN1; UBQLN2; FOXA2; UBB; FKBP1A; ATF4; CAMK2N1	1539	1537
0.000327507047737	0.00293927211197	GO:1901652	b	4	response to peptide	383; 526; 529; 533; 537; 781; 1036; 2771; 3488; 5573; 5621; 5860; 6844; 7494; 9114; 9296; 9550; 84275; 375704; 51382; 155066	ATP6V0B; ATP6V1D; VAMP2; SLC25A33; ATP6V0E2; ARG1; ENHO; ATP6V1E1; CDO1; QDPR; ATP6AP1; ATP6V1F; PRNP; PRKAR1A; ATP6V1G1; IGFBP5; ATP6V1B2; CACNA2D1; GNAI2; ATP6V0D1; XBP1	498	496
0.000331299250324	0.00424525318438	GO:0051066	b	5	dihydrobiopterin metabolic process	2643; 5860	QDPR; GCH1	2	2
0.000343506098742	0.00303792338609	GO:0050821	b	4	protein stabilization	811; 3326; 4504; 5300; 5479; 6659; 7320; 7341; 10103; 10574; 54997	SUMO1; MT3; CALR; UBE2B; CCT7; TESC; HSP90AB1; TSPAN1; PIN1; PPIB; SOX4	173	173
0.00034706882126	0.00303792338609	GO:0002274	b	4	myeloid leukocyte activation	226; 230; 383; 1113; 1471; 1522; 1727; 1915; 1938; 3312; 3326; 5660; 5864; 5870; 6616; 6622; 6727; 6844; 7077; 7276; 10092; 10814; 89777; 84418; 51382	ATP6V1D; CYB5R3; TIMP2; EEF1A1; HSPA8; RAB6A; CHGA; TTR; HSP90AB1; SRP14; CST3; SERPINB12; ARPC5; CPLX2; CTSZ; RAB3A; ALDOA; CYSTM1; ALDOC; SNAP25; VAMP2; ARG1; PSAP; SNCA; EEF2	647	645
0.000352190670387	0.00269778053517	GO:0019222	b	3	regulation of metabolic process	87; 526; 529; 533; 537; 665; 796; 805; 811; 862; 975; 1153; 1312; 1347; 1452; 1471; 1522; 1655; 1915; 1938; 1974; 1977; 1984; 2023; 2222; 2224; 2274; 2280; 429; 2643; 2771; 2778; 468; 3001; 3190; 3215; 3281; 3301; 3309; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 3921; 4043; 4072; 4212; 4504; 4738; 4803; 801; 4830; 4946; 5037; 5228; 5270; 5300; 5435; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5813; 5901; 6009; 6048; 6141; 6171; 6230; 55859; 6432; 6622; 6659; 6692; 6726; 6992; 7001; 7077; 7314; 7316; 7320; 7323; 7341; 7345; 7416; 7494; 7555; 8721; 9045; 9049; 9114; 9324; 9528; 9550; 56271; 22980; 10049; 10140; 10209; 10273; 10289; 10439; 10574; 10654; 10912; 10959; 10971; 10972; 11007; 11142; 11156; 11345; 51079; 51142; 55081; 78986; 79016; 84275; 29937; 89777; 375704; 50859; 51382; 84337; 84681; 60673; 54997; 55450; 55502; 55847; 23741; 23764; 23787; 56649; 155066; 140823; 25824; 25994; 27020; 27335; 100134934; 3170; 29978; 26135; 64207; 163732	TIMP2; HSPA5; SUMO1; HSPA8; SRP9; CCT7; DUSP26; TMED10; PEBP1; SPINT1; CALM2; CALM1; RAN; ATP6AP1; GADD45G; HSP90AB1; ELOF1; PTP4A3; CIRBP; ATP6V0D1; IFT57; IRF2BPL; EID1; RPL14; CTSZ; CCDC85B; NPTN; RPL18; FDPS; DNAJA1; NME1; MTCH1; PKIG; SERBP1; PKIB; DDX5; FOXA2; UBB; UBC; RNF5; ENHO; ATP6V1D; NGF; HMGN3; CELF4; UBE2D3; CISD1; SLC25A33; TEN1; SERPINE2; EIF5A; CHCHD2; SRSF7; ROMO1; MEIS2; HINT2; MAFF; FDFT1; SERPINB12; FKBP1A; HOXB5; PPP1R11; POLR2G; POLR2F; IGFBP5; EIF4E; COX7A2; GZMA; GNAS; GCH1; PSAP; INSM1; STUB1; ATP6V1G1; SNCA; DDA1; EIF4A2; LRPAP1; PRNP; CNBP; OLFM1; VDAC1; GNAI2; RPL41; NEDD8; TMED2; CD81; DNAJB6; FHL2; HNRNPK; EIF1; CST3; CITED4; ATP6V0B; RPS25; BNIP3L; NDUFA13; ASCL1; COMT; JUND; ENO1; PRKAR1A; TCF25; UCHL1; CSNK1A1; RPSA; ID4; ATP6V1E1; TMEM59; RHEB; PPIB; UBE2B; ATG101; EEF1A1; PRDX5; NENF; PRDX2; RUNX1T1; PIN1; TESC; SOX4; XBP1; PGF; TOB1; GABARAPL2; UBQLN2; MT3; YWHAQ; HIGD1A; ATP6V1B2; HSBP1; EDF1; EIF1B; BEX4; BEX1; SPOCK3; TMPRSS4; CALCA; EPCAM; ATP6V0E2; ACTN1; PPP1CA; EIF3K; CALR; PMVK; OAZ1; PURA; HES6; AIP; ATF4; CAMK2N1; EEF2	6671	6647
0.000368348831811	0.00461273196199	GO:0034622	b	5	cellular protein-containing complex assembly	811; 1153; 1347; 2280; 2288; 3326; 56853; 3921; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 5300; 6616; 6622; 6634; 7314; 7316; 8775; 9168; 10092; 10273; 10959; 10972; 11168; 51079; 51734; 84275; 55052; 8562; 54539; 27335; 126328; 81873	MRPL20; NDUFB9; NDUFB8; NDUFB7; CIRBP; NDUFB4; MSRB1; FKBP4; TMSB10; SLC25A33; PIN1; TMED10; NDUFV3; EIF3K; TMED2; STUB1; DENR; NDUFB11; HSP90AB1; NDUFA11; NAPA; NDUFA13; NDUFA6; NDUFA7; CELF4; UBC; ARPC5; PSIP1; COX7A2; FKBP1A; SNAP25; SNRPD3; RPSA; CALR; ARPC5L; UBB; SNCA	1128	1123
0.000370202261938	0.00320089516724	GO:0051341	b	4	regulation of oxidoreductase activity	801; 805; 2643; 2771; 3001; 4504; 6622; 375704	CALM2; GZMA; CALM1; MT3; ENHO; GCH1; SNCA; GNAI2	96	96
0.000379310564095	0.0032401348186	GO:0032984	b	4	protein-containing complex disassembly	1072; 1452; 1984; 3312; 3799; 3831; 4131; 5499; 8775; 10573; 11337; 11345; 55052; 50861; 8562; 84557	MRPL20; MAP1B; CSNK1A1; STMN3; PPP1CA; DENR; KIF5B; HSPA8; MRPL28; GABARAP; GABARAPL2; CFL1; MAP1LC3A; KLC1; NAPA; EIF5A	329	329
0.000386222907038	0.00266493805857	GO:0007267	b	2	cell-cell signaling	291; 781; 805; 1113; 1363; 1452; 1977; 2771; 2778; 3382; 56853; 3799; 4803; 801; 5122; 5228; 5270; 5300; 5499; 5621; 5864; 5865; 5950; 6447; 6616; 6622; 6659; 6844; 6855; 7314; 7316; 7320; 7416; 8766; 8775; 9066; 9324; 9378; 10563; 10814; 11337; 375704; 347733; 415116; 27445; 25874; 27020; 3170	NGF; UBE2B; HMGN3; CHGA; SCG5; PCSK1; CPE; MPC2; PIN1; GNAI2; VDAC1; SERPINE2; PGF; CALM2; CALM1; PRNP; ICA1; GABARAP; RAB11A; FOXA2; PCLO; SOX4; NAPA; CELF4; PIM3; UBC; SLC25A4; CPLX2; RBP4; RAB3B; RAB3A; EIF4E; NPTN; CXCL13; CACNA2D1; TUBB2B; SNAP25; VAMP2; CSNK1A1; GNAS; KIF5B; PPP1CA; NRXN1; SYT7; SYP; UBB; SNCA; ENHO	1594	1593
0.000397513961738	0.00477292807894	GO:0016126	b	5	sterol biosynthetic process	1727; 2222; 2224; 5901; 6307; 7555; 10654	MSMO1; FDPS; CYB5R3; RAN; PMVK; CNBP; FDFT1	74	74
0.000398465865029	0.00477292807894	GO:0032868	b	5	response to insulin	526; 529; 533; 537; 2771; 6844; 7494; 9114; 9296; 9550; 84275; 375704; 51382; 155066	ATP6V0B; ATP6V1D; VAMP2; SLC25A33; ATP6V0E2; ATP6V1E1; ENHO; ATP6AP1; ATP6V1F; ATP6V1G1; ATP6V1B2; GNAI2; ATP6V0D1; XBP1	268	266
0.00039938526159	0.00337100179128	GO:0006811	b	4	ion transport	291; 383; 526; 529; 533; 537; 781; 801; 805; 1327; 1329; 1337; 1345; 1347; 1351; 2280; 2288; 2771; 468; 3746; 3775; 3799; 4504; 5270; 5621; 5660; 5864; 5865; 6335; 6616; 6622; 6844; 7341; 7416; 7991; 9066; 9114; 9296; 9455; 9550; 10971; 51669; 81615; 51382; 54997; 155066; 25874; 27075; 92745	ATP6V1D; ATP6V1F; MPC2; KCNC1; COX5B; TUSC3; SUMO1; PRNP; TSPAN13; SCN9A; FKBP4; VDAC1; TESC; GNAI2; SERPINE2; CALM2; CALM1; MT3; YWHAQ; ATP6AP1; KCNK1; COX8A; ATP6V1B2; HOMER2; COX6C; ATP6V0B; SLC38A5; SNCA; SARAF; SLC25A4; COX4I1; RAB3B; RAB3A; COX7A2; CACNA2D1; COX6A1; ATP6V0D1; SNAP25; VAMP2; ARG1; KIF5B; ATP6V1E1; TMEM163; SYT7; PSAP; ATP6V1G1; FKBP1A; ATF4; ATP6V0E2	1640	1639
0.000404888711483	0.00304063483329	GO:0016486	b	3	peptide hormone processing	1363; 1522; 4803; 5122; 6447	CTSZ; PCSK1; CPE; NGF; SCG5	35	35
0.000416403303142	0.00488166425598	GO:0099003	b	5	vesicle-mediated transport in synapse	801; 805; 5864; 6616; 6622; 6844; 6855; 8766; 8775; 9066; 10814; 27445	SNAP25; VAMP2; CALM2; NAPA; CALM1; SYT7; RAB11A; SYP; PCLO; CPLX2; RAB3A; SNCA	206	206
0.000425756039582	0.00355130625957	GO:1903008	b	4	organelle disassembly	665; 3799; 3831; 7416; 11337; 11345; 8562; 84557	BNIP3L; GABARAPL2; DENR; KIF5B; GABARAP; MAP1LC3A; KLC1; VDAC1	98	98
0.00042712087438	0.00270784663599	GO:0006807	b	2	nitrogen compound metabolic process	87; 226; 230; 383; 526; 537; 665; 669; 796; 805; 811; 862; 975; 1036; 1072; 1114; 1152; 1153; 1312; 1327; 1329; 1337; 1347; 1363; 1452; 1471; 1522; 1644; 1655; 1915; 1938; 1974; 1977; 1984; 1996; 2023; 2274; 2280; 2286; 2288; 429; 2643; 2762; 2771; 2778; 468; 2949; 2987; 3001; 3029; 3190; 3215; 3281; 3301; 3309; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 3921; 4072; 4189; 4190; 4191; 4212; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 4738; 4803; 801; 4830; 4946; 5037; 5094; 5122; 5228; 5270; 5300; 5435; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5757; 5813; 5860; 5862; 5864; 5865; 5870; 5876; 5901; 6048; 6100; 6141; 6166; 6171; 6185; 6230; 55859; 6432; 6447; 6622; 6634; 6638; 6659; 6692; 6726; 6820; 6992; 7001; 7077; 7267; 7276; 7307; 7314; 7316; 7320; 7323; 7341; 7345; 7378; 7450; 7494; 7555; 7857; 8721; 8766; 9045; 9049; 9324; 9528; 9789; 22980; 10049; 10140; 10209; 10273; 10289; 10573; 10574; 10654; 10797; 10912; 10952; 10971; 10972; 11007; 11142; 11156; 11168; 11332; 11345; 57117; 51079; 51142; 51218; 89777; 55081; 51372; 78986; 79016; 51734; 84275; 29937; 55052; 7991; 50859; 8562; 56271; 51529; 84337; 84681; 85437; 51573; 415116; 54997; 55272; 55450; 55502; 23524; 23741; 23764; 23787; 56649; 56895; 9524; 57515; 123099; 90701; 25824; 25874; 25994; 27020; 92737; 27335; 100134934; 29106; 3170; 29906; 29978; 26135; 64207; 163732	RPN2; MPC2; TIMP2; HSPA5; CKB; NDUFB7; GLRX5; SCG5; HSPA8; SCG3; CDO1; SRP9; CCT7; FKBP4; FKBP2; DUSP26; TMED10; PEBP1; SPINT1; CALM2; NDUFB9; CALM1; RAN; RPL18; NDUFB8; ATP6AP1; PRNP; HSP90AB1; SUMO1; EID1; PTP4A3; TMEM59; IMP3; PCSK1; IFT57; MSRB1; MTCH1; IRF2BPL; CPE; RPL14; CTSZ; GUK1; CCDC85B; ACOT7; NPTN; COX6A1; DNAJA1; SNRPD3; NME1; PTMA; CNBP; PKIG; SERBP1; UPP1; PKIB; DDX5; FOXA2; UBB; FKBP1A; RNF5; ELAVL4; NGF; HMGN3; MRPL20; CELF4; SERINC1; RAB6A; SLC25A33; TEN1; SERPINE2; EIF5A; CHCHD2; SRSF7; U2AF1; TTR; MEIS2; RAB11A; GMDS; PCBP2; HINT2; MAFF; NDUFV3; SERPINB12; TTC3; UBC; HOXB5; PPP1R11; POLR2G; POLR2F; IGFBP5; DDC; COX7A2; DNER; PSIP1; GZMA; GNAS; ARG1; ST8SIA5; GCH1; PSAP; INSM1; NDUFB4; STUB1; SULT2B1; SNCA; VWF; DDA1; EIF4A2; RAB3A; CIRBP; GDE1; SCG2; UBE2D3; EIF4E; RPL36AL; GADD45G; GNAI2; RPL41; NEDD8; INTS12; DNAJB9; BPGM; CD81; AGPAT4; DNAJB6; TECR; FHL2; MRPL28; HNRNPK; EIF1; CST3; PRDX5; CITED4; NDUFA6; NDUFA7; RPS25; BNIP3L; SPCS2; QDPR; ASCL1; COMT; PRDX2; ENO1; COX4I1; PRKAR1A; TCF25; UCHL1; CSNK1A1; DEGS2; ZCRB1; RPSA; TUSC3; ID4; GSTM5; MTHFD2; PPIB; UBE2B; TMA7; COX5B; EEF1A1; CHGB; NENF; JUND; RAB2A; RUNX1T1; MDH2; MDH1; PIN1; TESC; SOX4; XBP1; PGF; TOB1; GABARAPL2; HAGH; MT3; YWHAQ; HIGD1A; ATP6V1B2; HSBP1; EDF1; EIF1B; BEX4; PIM3; BEX1; RP9; SPOCK3; TMPRSS4; SNRPN; RAB3B; CFL1; CALCA; ALDOA; EPCAM; ALDOC; SEC61B; ANAPC11; NDUFA13; SEC11C; ACTN1; PPP1CA; EIF3K; CALR; SRRM2; PMVK; OAZ1; RABGGTB; UBQLN2; PURA; HES6; DENR; AIP; ATF4; CAMK2N1; EEF2; ELOF1	10174	10136
0.000431685695592	0.00270784663599	GO:0033555	b	2	multicellular organismal response to stress	796; 1312; 1977; 2643; 6335; 7416; 84918	LRP11; GCH1; COMT; SCN9A; EIF4E; CALCA; VDAC1	75	75
0.000436634844923	0.00359969889593	GO:0009267	b	4	cellular response to starvation	1312; 468; 3309; 3312; 7378; 7494; 11337; 11345; 84557; 25994	UPP1; HSPA5; GABARAPL2; HSPA8; HIGD1A; COMT; GABARAP; MAP1LC3A; ATF4; XBP1	150	150
0.000458930657449	0.00335906813871	GO:0048167	b	3	regulation of synaptic plasticity	5270; 5621; 5864; 6616; 6622; 6844; 6855; 8766; 9066; 10814; 27020	SNAP25; VAMP2; CPLX2; PRNP; SYT7; RAB11A; SYP; RAB3A; SNCA; NPTN; SERPINE2	179	179
0.000464831883425	0.00335906813871	GO:0022417	b	3	protein maturation by protein folding	811; 2280; 9049	CALR; AIP; FKBP1A	9	9
0.000464831883425	0.00533588266181	GO:0051342	b	5	regulation of cyclic-nucleotide phosphodiesterase activity	801; 805; 9049	CALM2; AIP; CALM1	9	9
0.000483360683796	0.00543534156676	GO:0009968	b	5	negative regulation of signal transduction	333; 383; 801; 805; 811; 1452; 2023; 2274; 2280; 2771; 3301; 3309; 56853; 3488; 4043; 4189; 5037; 5270; 5300; 5621; 6622; 7001; 7077; 7314; 7316; 7320; 7345; 7494; 7857; 9455; 10140; 10273; 51079; 78986; 50861; 55450; 25994; 29978	TIMP2; HSPA5; LRPAP1; HIGD1A; CELF4; PRDX2; APLP1; PIN1; GNAI2; SERPINE2; XBP1; PEBP1; DNAJB9; CALM2; STMN3; CALM1; STUB1; UBC; PRNP; FHL2; DUSP26; NDUFA13; HOMER2; FKBP1A; SCG2; ENO1; IGFBP5; TOB1; UCHL1; DNAJA1; CSNK1A1; ARG1; CALR; UBE2B; UBQLN2; UBB; SNCA; CAMK2N1	1183	1181
