,0
GM12974,0.020729167
RPS6KA1,0.094166666
GM12977,0.0
HMGN2,0.34489584
DHDDS,0.22645831
LIN28A,0.0
ZFP683,0.0
AIM1L,0.050104167
CD52,0.0071875
UBXN11,0.093020834
SH3BGRL3,1.9119788
CEP85,0.017083334
GM7534,0.0
CATSPER4,0.0
CNKSR1,0.14729166
ZFP593,0.32385418
E130218I03RIK,0.0
RP23-354H24.9,0.0
GRRP1,0.015208334
PDIK1L,0.0475
TRIM63,0.0
SLC30A2,0.0
EXTL1,0.0
PAFAH2,0.11708333
1700021N21RIK,0.0
STMN1,0.17406249
PAQR7,0.098437496
AUNIP,0.0
MTFR1L,0.60312504
SEPN1,0.04895833
MAN1C1,0.0
LDLRAP1,0.12708333
TMEM57,0.34302083
RHD,0.0
TMEM50A,1.8244791
RSRP1,3.2489583
SYF2,0.9504168
GM16225,0.0
RUNX3,0.0
GM16224,0.0
CLIC4,0.13385417
GM12984,0.0
SRRM1,0.33270833
NCMAP,0.0
RCAN3,0.07177083
NIPAL3,0.0765625
STPG1,0.0
GRHL3,0.0
1700029M20RIK,0.0
IFNLR1,0.0284375
IL22RA1,0.0
MYOM3,0.0
SRSF10,0.47531247
PNRC2,0.5673958
CNR2,0.0
FUCA1,0.9302085
HMGCL,0.2390625
GALE,0.59260416
LYPLA2,0.43979165
PITHD1,0.5105209
TCEB3,0.1221875
GM13008,0.0
GM24362,0.042291667
RPL11,0.285625
ID3,0.6777083
E2F2,0.040625002
ASAP3,0.020208335
TCEA3,0.16447915
ZFP46,0.1453125
HNRNPR,0.55739576
GM27022,0.0
HTR1D,0.0
6030445D17RIK,0.0
LUZP1,0.26645836
KDM1A,0.25739583
4930549C01RIK,0.0
LACTBL1,0.0
EPHB2,0.12270833
C1QB,0.056770835
C1QC,0.06604166
C1QA,0.065104164
EPHA8,0.0
ZBTB40,0.0
1700037C06RIK,0.0
GM13001,0.0
GM13003,0.0
WNT4,0.28062502
CDC42,1.8129166
2810405F17RIK,0.0
CELA3A,0.0
CELA3B,0.0
GM13010,0.0
1700013G24RIK,0.0
HSPG2,0.0
LDLRAD2,0.0
USP48,0.29010415
RAP1GAP,0.67427087
RAP1GAPOS,0.07197917
ALPL,0.026562499
ECE1,0.6873958
GM13012,0.0
EIF4G3,0.30739582
1700095J12RIK,0.0
2310026L22RIK,0.0
HP1BP3,0.29593748
SH2D5,0.0
KIF17,0.0
DDOST,1.2277085
PINK1,0.31885412
CDA,0.0
FAM43B,0.0
AB041806,0.0
MUL1,0.13302082
CAMK2N1,1.9173957
VWA5B1,0.018958334
UBXN10,0.12229166
PLA2G2C,0.049895834
PLA2G2F,0.0
PLA2G2D,0.0096875
PLA2G5,0.0
GM13030,0.0
PLA2G2E,0.0
OTUD3,0.012604167
RNF186,0.17614584
TMCO4,0.09072917
HTR6,0.0
NBL1,1.238646
MINOS1,2.6283333
GM16287,0.030312499
CAPZB,1.6340623
PQLC2,0.0384375
AKR7A5,1.0440626
MRTO4,0.28635415
EMC1,0.10822916
UBR4,0.3821875
2700016F22RIK,0.0
IFFO2,0.17197917
GM21969,0.0
ALDH4A1,0.064479165
TAS1R2,0.0
PAX7,0.0109375
GM1667,0.0
GM13028,0.0
4933427I22RIK,0.0
KLHDC7A,0.0
IGSF21,0.0
GM13027,0.0
GM13029,0.0
GM13016,0.0
GM13017,0.0
GM13021,0.0
GM13026,0.0
ARHGEF10L,0.060000002
GM13025,0.0
RCC2,0.2984375
PADI6,0.0
PADI4,0.022708334
PADI3,0.0
PADI1,0.11114583
4930515B02RIK,0.0
PADI2,0.0
GM13031,0.0
SDHB,1.4636459
ATP13A2,0.09916666
MFAP2,0.0
CROCC,0.0
NECAP2,0.3464583
SPATA21,0.0
SZRD1,0.30864584
4921514A10RIK,0.0
FBXO42,0.107916676
RSG1,0.0
ARHGEF19,0.047187496
GM13055,0.0
GM13056,0.03708333
EPHA2,0.32333335
GM13074,0.0
FAM131C,0.012708333
CLCNKA,0.0
GM13075,0.0
CLCNKB,0.0
HSPB7,0.0
GM694,0.0
ZBTB17,0.042291667
SPEN,0.11406251
FBLIM1,0.0
TMEM82,0.0
AI507597,0.0
SLC25A34,0.0
PLEKHM2,0.042395834
DDI2,0.27916667
RSC1A1,0.0
AGMAT,0.0
DNAJC16,0.12979166
CASP9,0.06885416
CELA2A,0.0
CTRC,0.0
CTRCOS,0.0
EFHD2,0.53697914
GM29367,0.0
FHAD1OS2,0.0
FHAD1,0.059375
FHAD1OS1,0.0
4930455G09RIK,0.0
TMEM51,0.18093751
TMEM51OS1,0.0378125
KAZN,0.053645834
GM13062,0.0
GM13052,0.0
PRDM2,0.16489583
PDPN,0.34875
LRRC38,0.0
PRAMEL1,0.0
PRAMEF8,0.005520833
OOG4,0.0
GM13043,0.0
GM13040,0.0
BC080695,0.0
GM13057,0.0
GM13083,0.0
GM13088,0.0
GM13089,0.0
GM13078,0.0
GM13023,0.0
GM13084,0.0
GM13103,0.0
PRAMEF6,0.0
PRAMEF25,0.0
GM13101,0.0
PRAMEF17,0.0
PRAMEL4,0.0
GM13102,0.0
OOG3,0.0
OOG2,0.0
C87977,0.0
PRAMEL5,0.0
GM13128,0.0
GM13119,0.0
GM13125,0.0
PRAMEF12,0.0
PRAMEF12OS,0.0
1700012P22RIK,0.0
GM9944,0.0
AADACL3,0.0
9430007A20RIK,0.0
GM13124,0.0
GM13177,0.0
GM436,0.0
GM13178,0.0
GM438,0.0
DHRS3,0.51354164
VPS13D,0.14302082
TNFRSF1B,0.0
TNFRSF8,0.0
GM13225,0.0
GM13212,0.0
GM26763,0.0
GM13242,0.0
GM13236,0.0
GM13235,0.0
GM13051,0.0
GM26573,0.0
ZFP600,0.0
GM13165,0.0
GM13166,0.0
GM13251,0.0
GM13247,0.0
GM26880,0.0
1700095A21RIK,0.0
GM13248,0.0
GM21411,0.0
GM13150,0.0
C230088H06RIK,0.0
REX2,0.0
4933438K21RIK,0.0
GM13139,0.0
GM26624,0.0
GM13151,0.0
GM13145,0.0
GM13152,0.0
GM16503,0.0
GM13154,0.0
2610305D13RIK,0.0
GM16211,0.0
ZFP534,0.0
GM13157,0.0
GM20707,0.0
ZFP933,0.0
MIIP,0.04760417
FV1,0.0
MFN2,0.2059375
PLOD1,0.04072917
2510039O18RIK,0.36406252
NPPB,0.0
NPPA,0.0
GM13054,0.0
CLCN6,0.0
MTHFR,0.013750001
GM13201,0.0
AGTRAP,0.14375
DRAXIN,0.0
MAD2L2,0.3267708
FBXO6,0.5005209
FBXO44,0.27572918
FBXO2,0.40958333
PTCHD2,0.0
GM13206,0.0
GM13200,0.0
UBIAD1,0.0
MTOR,0.055729166
ANGPTL7,0.0
EXOSC10,0.08114583
GM13209,0.0
SRM,0.32947916
MASP2,0.0
TARDBP,0.1971875
GM572,0.0
GM13203,0.018958334
CASZ1,0.47499993
GM15969,0.0
GM13205,0.066562496
GM17029,0.0
PEX14,0.3592708
DFFA,0.091874994
CORT,0.0
APITD1,0.07385417
PGD,0.42885414
KIF1B,0.29197916
UBE4B,0.22395833
UBE4BOS3,0.0
UBE4BOS2,0.0
UBE4BOS1,0.0
RBP7,0.0
NMNAT1,0.0
GM13097,0.0
LZIC,0.035
CTNNBIP1,0.5155209
GM13066,0.0
CLSTN1,0.51
PIK3CD,0.0
TMEM201,0.029791666
SLC25A33,1.0052085
GM13068,0.0
GM16188,0.0
GM13073,0.0
SPSB1,0.016145833
GM13070,0.0
H6PD,0.070104174
GM13067,0.0
GPR157,0.0
GM13093,0.0
SLC2A5,0.021875
SLC2A7,0.0
CAR6,0.0
ENO1,1.3288544
RERE,0.25489584
GM13091,0.0
SLC45A1,0.0
GM16079,0.0
GM13049,0.0
1700045H11RIK,0.0
ERRFI1,0.8143749
PARK7,2.5310419
TNFRSF9,0.023125
CAMTA1,0.20000003
UTS2,0.0
PER3,0.10208333
VAMP3,0.30052087
GM13090,0.0
4930589P08RIK,0.0
DNAJC11,0.29989585
THAP3,0.25833333
PHF13,0.089062504
KLHL21,0.40260413
ZBTB48,0.076249994
TAS1R1,0.0
NOL9,0.009895833
PLEKHG5,0.19947916
TNFRSF25,0.005625
ESPN,1.4682292
HES2,0.0
ACOT7,0.87166667
GPR153,0.0
HES3,0.0
ICMT,0.042291667
RNF207,0.0
RPL22,1.9778124
CHD5,0.0171875
KCNAB2,0.0196875
GM16333,0.0
NPHP4,0.0
GM833,0.0
GM13173,0.0
GM13174,0.0
AJAP1,0.0
GM13115,0.0
BC039966,0.0178125
A430005L14RIK,0.5034376
DFFB,0.014583333
CEP104,0.12197917
LRRC47,0.14354168
SMIM1,0.42572916
CCDC27,0.0
TRP73,0.0
TRP73OS,0.0
WRAP73,0.13572918
TPRGL,1.1843749
MEGF6,0.05270833
ARHGEF16,0.285
PRDM16,0.047812503
B230104I21RIK,0.0
GM13133,0.0
GM13134,0.0
GM13111,0.0
GM27202,0.0
ACTRT2,0.0
TTC34,0.030416667
GM13112,0.0
MMEL1,0.0
FAM213B,0.30968753
TNFRSF14,0.0
HES5,0.0
PANK4,0.031041667
PLCH2,0.061562505
GM10564,0.0
PEX10,0.106562495
RER1,0.9764585
MORN1,0.0
SKI,0.19656251
FAAP20,0.40968752
PRKCZ,0.18427086
GM27200,0.0
GABRD,0.0
CFAP74,0.0
TMEM52,0.0
GNB1,0.8247917
NADK,0.22729166
SLC35E2,0.0
GM10563,0.0
GM16024,0.0
CDK11B,0.19531251
MMP23,0.0440625
MIB2,0.14270832
B930041F14RIK,0.12666665
SSU72,1.3924999
1500002C15RIK,0.0
TMEM240,0.066875
ATAD3A,0.17291667
ATAD3AOS,0.029270833
VWA1,0.031666666
GM26840,0.0
TMEM88B,0.0
ANKRD65,0.0
MRPL20,1.4758335
CCNL2,0.43072915
AURKAIP1,1.2705212
MXRA8OS,0.0
MXRA8,0.018229166
DVL1,0.0734375
TAS1R3,0.0
CPTP,0.09583334
CPSF3L,0.25500003
PUSL1,0.17177083
ACAP3,0.131875
UBE2J2,0.57885414
FAM132A,0.16052084
B3GALT6,0.089687504
SDF4,1.0319792
TNFRSF4,0.0
GM16008,0.0
TNFRSF18,0.031041667
TTLL10,0.085
9430015G10RIK,0.0
AGRN,0.036041666
ISG15,0.19302084
AW011738,0.0
PERM1,0.0
PLEKHN1,0.121145844
KLHL17,0.0359375
NOC2L,0.0525
SAMD11,0.0
VMN2R125,0.0
GM42426,0.0
CDK6,0.11479166
GM17590,0.0
GM42435,0.0
FAM133B,0.43854174
1700109H08RIK,0.0
RBM48,0.079479165
2510017J16RIK,0.011145833
PEX1,0.020208335
GM43825,0.0
4833413G10RIK,0.0
GATAD1,0.20635416
TMBIM7,0.0
ANKIB1,0.062916666
KRIT1,0.17875
LRRD1,0.0
MTERF1A,0.0
AKAP9,0.3545833
CYP51,0.39635417
MTERF1B,0.0
FZD1,0.022291668
GM42744,0.0
CDK14,0.18864584
1700015F17RIK,0.0
CLDN12,0.03625
GTPBP10,0.0378125
GM8773,0.010416667
CFAP69,0.040208336
STEAP2,0.10697916
STEAP1,0.2516667
GM26825,0.0
GM43325,0.0
ZFP804B,0.0
4921511H03RIK,0.0
GM42950,0.0
STEAP4,0.047083333
GM15731,0.0
SRI,1.1020833
ADAM22,0.03
DBF4,0.0
SLC25A40,0.016041666
RUNDC3B,0.022395834
ABCB1A,0.0
GM5106,0.0
ABCB1B,0.0
ABCB4,0.0
CROT,0.058541667
GM15611,0.0
TMEM243,0.16010416
DMTF1,0.14197916
GM15734,0.0
9330182L06RIK,0.0071875
GRM3,0.0
GM10482,0.0
GM5152,0.0
GM42831,0.0
GM6455,0.0
GM43358,0.0
GM8871,0.0
GM8857,0.0
GM43492,0.0
4930558F17RIK,0.0
GM8879,0.0
GM43643,0.0
GM5861,0.0
GM43644,0.0
GM8890,0.0
GM43641,0.0
SPEER1,0.0
GM43642,0.0
GM8897,0.0
GM34082,0.0
GM8906,0.0
GM43640,0.0
GM6460,0.0
GM43639,0.0
GM8922,0.0
1700003C15RIK,0.0
GM8926,0.0
GM43132,0.0
GM6465,0.0
GM43131,0.0
4933402N22RIK,0.0
GM29066,0.0
GM8953,0.0
SEMA3D,0.033645835
SEMA3A,0.0
GM43716,0.0
SPEER3,0.0
SEMA3E,0.185
GM4128,0.0
PCLO,0.5082292
GM26918,0.0
GM26954,0.0
GM9758,0.0
SPEER4E,0.0
GM10354,0.0
GM17019,0.0
RP24-152F23.2,0.0
GM8579,0.026041666
GM21847,0.0
GM21190,0.0
RP23-465P18.1,0.0
GM21655,0.0
SPEER4D,0.0
4930572O03RIK,0.0
SPEER4COS,0.0
SPEER4C,0.0
4930519H02RIK,0.0
GM3510,0.0
CACNA2D1,1.2586459
GM43000,0.0
HGF,0.0
GM28710,0.0
SPEER4F2,0.0
SPEER4F1,0.0
SEMA3C,0.05135417
CD36,0.14375
GNAT3,0.0
GNAI1,0.30364585
GM43030,0.0
4921504A21RIK,0.015208334
MAGI2,0.040520832
PHTF2,0.02
TMEM60,0.49093747
RSBN1L,0.35625002
A630072M18RIK,0.07583333
PTPN12,0.023229167
GSAP,0.021875
CCDC146,0.0
FGL2,0.0
FAM185A,0.023125
FBXL13,0.0
LRRC17,0.023125
ARMC10,0.38802084
NAPEPLD,0.058437496
PMPCB,0.64479166
DNAJC2,0.321875
PSMC2,1.2097918
SLC26A5,0.0
RELN,0.0
GM10475,0.0
GM16110,0.0
GM43657,0.0
ORC5,0.051041663
6030443J06RIK,0.0
A930003O13RIK,0.0
LHFPL3,0.0
GM42948,0.0
GM42951,0.0
5031425E22RIK,0.5142708
4930580E04RIK,0.0
KMT2E,0.91625
SRPK2,0.32135412
PUS7,0.08510417
RINT1,0.08145834
TOMM7,1.1707294
2700038G22RIK,0.17031248
FAM126A,0.048333332
KLHL7,0.18041666
NUPL2,0.057083335
KCNH2,0.11239583
GM15589,0.0
NOS3,0.024166666
GM15587,0.0
ATG9B,0.022604167
ABCB8,0.17895834
ASIC3,0.0
CDK5,0.186875
SLC4A2,0.12125
FASTK,0.32125
TMUB1,0.38322914
2310074N15RIK,0.0
AGAP3,0.15729167
GBX1,0.0
ASB10,0.0
4931409K22RIK,0.0
ABCF2,0.09979167
CHPF2,0.06572916
SMARCD3,0.029895833
NUB1,0.23770833
GM26648,0.0
WDR86,0.0
CRYGN,0.018333333
RHEB,1.9280208
PRKAG2,0.18645833
PRKAG2OS2,0.0
PRKAG2OS1,0.0
1500035N22RIK,0.017604167
GALNTL5,0.0
GALNT11,0.2790625
E130116L18RIK,0.0
KMT2C,0.15677083
4831440E17RIK,0.0
CCT8L1,0.0
1700096K18RIK,0.13427083
GM10062,0.0
RP24-121I11.1,0.0
XRCC2,0.0
ACTR3B,0.045
GM21663,0.0
GM21671,0.0
GM21680,0.0
GM21698,0.0
GM1979,0.0
GM5862,0.0
SPEER4A,0.0
GM7347,0.0
GM10471,0.0
5031410I06RIK,0.0
GM10220,0.0
GM7361,0.0
4930584F24RIK,0.0
DPP6,0.32854167
SPEER4B,0.0
GM16058,0.0
PAXIP1,0.059166666
HTR5A,0.0
GM26608,0.0
INSIG1,0.1821875
EN2,0.0
CNPY1,0.3634375
RBM33,0.035
SHH,0.0
9530036O11RIK,0.0
GM26894,0.0
RNF32,0.020104166
LMBR1,0.049166664
4632411P08RIK,0.043958336
NOM1,0.0703125
MNX1,0.0
UBE3C,0.0815625
GM5129,0.0
DNAJB6,0.8872917
GM42450,0.0
GM42806,0.0
IL6,0.0
TYMS,0.11114583
GM4961,0.0
3110082J24RIK,0.0
GAREML,0.0
HADHA,0.40229166
HADHB,0.7421877
ADGRF3,0.0
EPT1,0.13270833
DRC1,0.0
OTOF,0.0
1700001C02RIK,0.015208334
CIB4,0.0
GM42765,0.0
KCNK3,0.0696875
SLC35F6,0.078125
CENPA,0.0
DPYSL5,0.0628125
MAPRE3,0.37395832
GM15461,0.0
TMEM214,0.15145832
AGBL5,0.029375
OST4,1.2130209
EMILIN1,0.0
KHK,0.19374998
CGREF1,0.018645832
PREB,0.36395833
TCF23,0.0
SLC5A6,0.0915625
ATRAID,1.4154166
CAD,0.009895833
SLC30A3,0.0
DNAJC5G,0.0
TRIM54,0.0
GM15469,0.0
UCN,0.0
MPV17,0.3116667
GM29609,0.0
GTF3C2,0.1928125
EIF2B4,0.25125003
SNX17,0.65645844
ZFP513,0.1321875
PPM1G,0.7208335
GM9970,0.0
NRBP1,0.2428125
KRTCAP3,0.8377083
IFT172,0.24177082
FNDC4,0.020625
GCKR,0.0109375
ZFP512,0.30114582
4930548H24RIK,0.0
4930566F21RIK,0.0
GPN1,0.11614584
SUPT7L,0.0234375
SLC4A1AP,0.028645834
GM43660,0.0
AI839979,0.018958334
MRPL33,1.041771
RBKS,0.0184375
BRE,0.6596875
GM17130,0.0
FOSL2,0.52718747
PLB1,0.0
GM36840,0.0
GM7596,0.0
PPP1CB,0.76281255
GM15614,0.0
YES1,0.15552084
PISD,0.35427085
GM20671,0.0
PRR14L,0.030416667
DEPDC5,0.029166667
YWHAH,1.0425001
SLC5A1,0.020104166
SPON2,0.0
CTBP1,0.97354174
GM20465,0.0
MAEA,0.65666664
UVSSA,0.0
NKX1-1,0.0
GM43851,0.0
FAM53A,0.46843746
GM9903,0.020625
SLBP,0.18020833
TMEM129,0.07302084
TACC3,0.023125
FGFR3,0.26968753
LETM1,0.43718746
WHSC1,0.15020834
NELFA,0.12072917
GM42849,0.0
GM42851,0.0
GM1673,0.36260417
NAT8L,0.0
POLN,0.0
4930557J02RIK,0.0
HAUS3,0.061562497
MXD4,0.6983333
GM42846,0.0
ZFYVE28,0.0284375
GM42848,0.0
GM43458,0.0
RNF4,0.4205208
FAM193A,0.0384375
TNIP2,0.07020833
SH3BP2,0.0
ADD1,0.18947917
MFSD10,0.37468752
NOP14,0.15916666
GM15522,0.0
GRK4,0.030833334
GM42560,0.0
HTT,0.17572916
MSANTD1,0.0
RGS12,0.09052083
GM43791,0.020625
HGFAC,0.0
DOK7,0.22208335
LRPAP1,1.4256248
ADRA2C,0.0
4930478P22RIK,0.0
E130018O15RIK,0.0
HMX1,0.0
CPZ,0.0
TRMT44,0.0259375
4931431C16RIK,0.0
ACOX3,0.054375004
HTRA3,0.045729164
SH3TC1,0.0
GM15650,0.0
ABLIM2,0.035520833
AFAP1,0.1240625
SORCS2,0.12875
PSAPL1,0.018125
2210406O10RIK,0.023229167
GRPEL1,1.2346876
TADA2B,0.041666668
CCDC96,0.024166666
TBC1D14,0.07385416
D5ERTD579E,0.10552084
BLOC1S4,0.35791662
GM43701,0.0
MRFAP1,2.6034377
MAN2B2,0.057291668
PPP2R2C,0.013437499
PPP2R2COS,0.0
WFS1,0.20427084
JAKMIP1,0.15166666
GM26647,0.0
GM1043,0.0
CRMP1,0.14010416
EVC,0.0
EVC2,0.014583333
STK32B,0.0
CYTL1,0.0
GM43763,0.0
MSX1,0.0
GM20052,0.0
GM42505,0.0
STX18,0.20333333
NSG1,0.0
ZBTB49,0.0759375
LYAR,0.33604172
TMEM128,0.29333338
OTOP1,0.0
GM26560,0.0
DRD5,0.0
4930487D11RIK,0.0
SLC2A9,0.043020833
WDR1,0.56895834
ZFP518B,0.0
CLNK,0.0
CLNKOS,0.0
GM43453,0.0
GM43454,0.0
GM42524,0.0
4930513D17RIK,0.0
HS3ST1,0.058958333
GM35191,0.0
RAB28,0.5569791
NKX3-2,0.0
BOD1L,0.28687498
GM16223,0.023125
GM43700,0.0
GM42711,0.0
GM7854,0.024479166
CPEB2,0.084062494
GM43020,0.0
GM43699,0.020729167
GM43021,0.0
C1QTNF7,0.0
GM15866,0.0
CC2D2A,0.045
FBXL5,0.33020833
GM42555,0.0
BST1,0.0
CD38,0.010625
GM16015,0.0
GM7879,0.0
FGFBP1,0.49749997
PROM1,0.0875
GM16401,0.0
GM42428,0.0
TAPT1,0.26583332
GM42982,0.0
GM42984,0.024166666
GM42985,0.0
LDB2,0.0
GM43507,0.0
GM42750,0.0
4930431F12RIK,0.0
D5ERTD615E,0.0
GM43303,0.0
QDPR,0.75864583
GM43296,0.0
CLRN2,0.0
LAP3,0.49083328
MED28,1.9205208
FAM184B,0.015208334
9630001P10RIK,0.0
NCAPG,0.0
LCORL,0.0740625
4930405L22RIK,0.0
SLIT2,0.051979166
4930518C09RIK,0.0
PACRGL,0.23000002
KCNIP4,0.0503125
GM20700,0.0
ADGRA3,0.0490625
4930448I18RIK,0.0
GM43016,0.0
PPARGC1A,0.0403125
GM43177,0.0
DHX15,0.27479163
C130083M11RIK,0.0
GM43179,0.0
SOD3,0.026354166
CCDC149,0.030625
GM43683,0.0
LGI2,0.02375
GM43685,0.0
8030423F21RIK,0.0
SEPSECS,0.005625
PI4K2B,0.09322917
ZCCHC4,0.0
ANAPC4,0.25322917
GM42746,0.0
SLC34A2,0.0
GM17182,0.0
SEL1L3,0.005520833
SMIM20,0.44468758
RP23-425N12.2,0.024270833
GM42745,0.0
RBPJ,0.11500001
GM10441,0.0
GM42747,0.0
CCKAR,0.005625
TBC1D19,0.2184375
STIM2,0.16562499
GM10440,0.0
PCDH7,0.0
4930459L07RIK,0.0
1700029E06RIK,0.0
GM43042,0.0
4933402J10RIK,0.0
1700014F14RIK,0.0
G6PD2,0.0209375
ARAP2,0.0
DTHD1,0.0
NWD2,0.0
0610040J01RIK,0.5342708
RELL1,0.17479168
GM15819,0.0
5830416I19RIK,0.027812501
PGM1,0.41437504
TBC1D1,0.28645834
GM43838,0.0
GM43837,0.0
GM31363,0.0
1700027F09RIK,0.0
C030018K13RIK,0.0
GM3716,0.015208334
GM42564,0.0
GM42565,0.0
GM26761,0.0
KLF3,0.47968745
TLR1,0.0
TLR6,0.0
FAM114A1,0.0290625
TMEM156,0.0
KLHL5,0.036458332
WDR19,0.020104166
RFC1,0.1875
KLB,0.0
RPL9,0.29229167
LIAS,0.3172917
UGDH,0.28614584
SMIM14,0.0
SMIM14_ENSMUSG00000037822,1.6751038
UBE2K,0.96250015
GM42726,0.0
PDS5A,0.043125004
N4BP2,0.058437496
RHOH,0.0
CHRNA9,0.0
9130230L23RIK,0.108958334
RBM47,0.2590625
GM26725,0.0
1700126H18RIK,0.0
NSUN7,0.0
APBB2,0.06520833
UCHL1OS,0.0
UCHL1,1.2290627
LIMCH1,0.09510416
GM15949,0.0
GM15948,0.0
PHOX2B,0.0
GM42670,0.0
TMEM33,0.77125007
SLC30A9,0.3226042
GM43698,0.0
BEND4,0.0
GM26756,0.0
SHISA3,0.0
ATP8A1,0.35666665
GM15478,0.0
GM15477,0.0
GM21905,0.0
4930425K10RIK,0.0
GM5108,0.0
GRXCR1,0.0
KCTD8,0.087291665
YIPF7,0.0
GUF1,0.11479167
GNPDA2,0.36989582
GABRG1,0.0
GABRA2,0.0
COX7B2,0.019479167
GABRA4,0.0
GABRB1,0.0
GM43477,0.0
COMMD8,0.27520832
CORIN,0.019479167
GM20647,0.0
AU023070,0.0
NFXL1,0.05333333
ZAR1,0.0
GM5868,0.0
CNGA1,0.0
4933408A14RIK,0.0
NIPAL1,0.0
TXK,0.0
TEC,0.045937497
SLAIN2,0.14989583
GM10135,0.0
SLC10A4,0.0
FRYL,0.36291668
1700071G01RIK,0.0
GM34411,0.0
1700025M24RIK,0.0
OCIAD1,1.2269791
OCIAD2,0.17322917
CWH43,0.0
DCUN1D4,0.09395834
LRRC66,0.0
SGCB,0.21875
SPATA18,0.0
GM43801,0.0
C78283,0.0
USP46,0.11625
USP46OS1,0.0
SNORA26,0.031041667
RASL11B,0.0684375
SCFD2,0.043229166
FIP1L1,0.55343753
LNX1,0.21249999
GM15984,0.0
GM15985,0.0
GM42575,0.0
GM6116,0.0
CHIC2,0.8430209
GSX2,0.0
GM19583,0.0
PDGFRA,0.0
GM42802,0.0
GM42800,0.0
KIT,0.0590625
GM43101,0.0
GM43100,0.0
GM19590,0.0
GM28865,0.0
KDR,0.0
GM32780,0.0
SRD5A3,0.18604165
TMEM165,0.62885416
CLOCK,0.21354167
GM7467,0.045208335
PDCL2,0.0
NMU,0.0
GM7271,0.0
EXOC1,0.053541664
CEP135,0.0240625
C530008M17RIK,0.0
AASDH,0.0
PPAT,0.22572915
2310040G07RIK,0.0
PAICS,0.62375003
SRP72,0.22177084
ARL9,0.0147916665
1700112J05RIK,0.0
THEGL,0.0
HOPX,0.016875
HOPXOS,0.0
GM15831,0.0
GM42757,0.0
SPINK2,0.0
REST,0.005520833
NOA1,0.191875
POLR2B,0.13291667
IGFBP7,0.9290624
GM43261,0.0
GM34728,0.0
1700017L05RIK,0.0
GM42761,0.0
ADGRL3,0.018541666
GM16054,0.0
1700031L13RIK,0.0
TECRL,0.0
EPHA5,0.005625
GM43532,0.0
GM43567,0.0
CENPC1,0.0
STAP1,0.10145833
UBA6,0.028541667
GNRHR,0.0
TMPRSS11C,0.0
TMPRSS11D,0.0
TMPRSS11A,0.06520834
TMPRSS11G,0.0
TMPRSS11F,0.0
TMPRSS11B,0.0
GM43056,0.0
TMPRSS11E,0.0
GM16579,0.0
GM43055,0.0
GM43057,0.0
YTHDC1,0.49802077
UGT2B34,0.13114582
UGT2B1,0.0
UGT2B35,0.0
UGT2B36,0.0
UGT2B5,0.0
UGT2B37,0.0
UGT2A3,0.0
UGT2B38,0.0
UGT2A1,0.0
UGT2A2,0.0
GM43638,0.0
SULT1B1,0.020104166
SULT1D1,1.501979
SULT1E1,0.0
CSN1S1,0.0
CSN2,0.0
CSN1S2A,0.0
CSN1S2B,0.0
PRR27,0.0
GM42794,0.0
ODAM,0.0
1700066N21RIK,0.0
BC037156,0.0
CSN3,0.0
BC051076,0.0
2310003L06RIK,0.0
GM28434,0.0
CABS1,0.0
SMR3A,0.0
SMR2,0.0
GM11116,0.0
GM11115,0.0
GM7714,0.0
PROL1,0.0
AMTN,0.0
AMBN,0.0
ENAM,0.0
JCHAIN,0.016458333
UTP3,0.47281244
RUFY3,0.31249997
GRSF1,0.18677084
MOB1B,0.23791666
DCK,0.075
GM42912,0.0171875
SLC4A4,0.0109375
GC,0.0
NPFFR2,0.0
ADAMTS3,0.0
COX18,0.27374998
ANKRD17,0.34166667
GM9958,0.0
ALB,0.0
AFP,0.0
GM43449,0.0
AFM,0.0
5830473C10RIK,0.0
RASSF6,0.16208333
CXCL5,0.005520833
PPBP,0.0
PF4,0.070625
CXCL3,0.0
CXCL15,0.0
GM43086,0.0
CXCL1,0.0147916665
CXCL2,0.089375
GM42530,0.0
MTHFD2L,0.27760416
EPGN,0.0
GM42532,0.0
EREG,0.0
AREG,0.024895834
GM19619,0.0
BTC,0.0
PARM1,0.052812498
GM28271,0.0
1700063O14RIK,0.0
GM43688,0.0
RCHY1,0.5246874
GM1045,0.0
CDKL2,0.036458332
GM26582,0.0
G3BP2,0.51770836
USO1,0.1390625
U90926,0.0
PPEF2,0.0
NAAA,0.07927083
SDAD1,0.084479176
GM43599,0.0
CXCL9,0.0
ART3,0.09145833
CXCL10,0.020104166
NUP54,0.15229166
SCARB2,0.6473958
FAM47E,0.037291665
STBD1,0.19427083
CCDC158,0.0
SHROOM3,0.18729167
4932430I15RIK,0.0
SOWAHB,0.048541665
SEPT11,0.14302082
CCNI,0.3514583
2010109A12RIK,0.020625
CCNG2,0.23156248
GM16427,0.0
C87414,0.0
GM7792,0.0
GM16429,0.0
BC061212,0.0
GM6351,0.0
GM3106,0.0
GM16522,0.0
GM6502,0.0
AA792892,0.0
GM7682,0.0
GM3139,0.0
GM3147,0.0
GM6509,0.0
GM6205,0.0
GM3183,0.0
GM6367,0.0
GM7942,0.0
GM16513,0.0
GM10424,0.0
GM3259,0.0
D5ERTD577E,0.0
GM3286,0.0
GM3176,0.0
GM7978,0.0
GM7982,0.0
E330014E10RIK,0.0
CXCL13,2.6660416
CNOT6L,0.33072916
