Feature Name,1,2,3,4,5
GO EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT,1,0,0,0,0
GO EPITHELIAL CELL DIFFERENTIATION INVOLVED IN PROSTATE GLAND DEVELOPMENT,0,0,0,0,0
GO EPITHELIAL CELL FATE COMMITMENT,0,0,0,0,0
GO EPITHELIAL CELL MATURATION,0,0,0,0,0
GO EPITHELIAL CELL MORPHOGENESIS,0,0,0,1,0
GO EPITHELIAL CELL PROLIFERATION,0,0,0,0,0
GO EPITHELIAL CELL PROLIFERATION INVOLVED IN LUNG MORPHOGENESIS,0,0,0,0,0
GO EPITHELIAL CELL PROLIFERATION INVOLVED IN PROSTATE GLAND DEVELOPMENT,0,1,0,0,0
GO EPITHELIAL STRUCTURE MAINTENANCE,0,1,0,0,0
GO EPITHELIAL TO MESENCHYMAL TRANSITION,0,0,0,0,0
GO EPITHELIAL TO MESENCHYMAL TRANSITION INVOLVED IN ENDOCARDIAL CUSHION FORMATION,0,0,0,0,0
GO EPITHELIAL TUBE BRANCHING INVOLVED IN LUNG MORPHOGENESIS,0,0,0,0,0
GO EPITHELIAL TUBE FORMATION,0,0,0,0,0
GO EPITHELIAL TUBE MORPHOGENESIS,0,0,0,0,0
GO EPITHELIUM DEVELOPMENT,0,0,0,1,0
GO EPOXYGENASE P450 PATHWAY,0,0,0,0,0
GO ER ASSOCIATED MISFOLDED PROTEIN CATABOLIC PROCESS,0,0,0,0,0
GO ER NUCLEUS SIGNALING PATHWAY,0,0,0,0,0
GO ER OVERLOAD RESPONSE,0,0,0,0,0
GO ERAD PATHWAY,1,0,0,0,0
GO ERBB SIGNALING PATHWAY,1,0,0,0,0
GO ERBB2 SIGNALING PATHWAY,1,1,0,0,0
GO ERK1 AND ERK2 CASCADE,0,0,0,0,0
GO ERROR FREE TRANSLESION SYNTHESIS,0,0,0,0,0
GO ERROR PRONE TRANSLESION SYNTHESIS,0,0,0,0,1
GO ERYTHROCYTE DEVELOPMENT,0,0,0,0,0
GO ERYTHROCYTE HOMEOSTASIS,0,0,0,0,0
GO ERYTHROCYTE MATURATION,0,0,0,0,0
GO ESCRT COMPLEX DISASSEMBLY,0,0,0,0,0
GO ESTABLISHMENT OF BLOOD BRAIN BARRIER,0,0,0,0,0
GO ESTABLISHMENT OF CELL POLARITY,0,0,0,0,0
GO ESTABLISHMENT OF ENDOTHELIAL BARRIER,0,0,0,0,0
GO ESTABLISHMENT OF ENDOTHELIAL INTESTINAL BARRIER,0,0,0,0,0
GO ESTABLISHMENT OF EPITHELIAL CELL APICAL BASAL POLARITY,0,0,0,0,0
GO ESTABLISHMENT OF EPITHELIAL CELL POLARITY,0,0,0,0,0
GO ESTABLISHMENT OF LYMPHOCYTE POLARITY,1,0,0,0,0
GO ESTABLISHMENT OF MITOCHONDRION LOCALIZATION,0,0,0,0,0
GO ESTABLISHMENT OF MITOTIC SPINDLE LOCALIZATION,0,0,0,0,0
GO ESTABLISHMENT OF ORGANELLE LOCALIZATION,0,0,0,0,0
GO ESTABLISHMENT OF PIGMENT GRANULE LOCALIZATION,0,0,0,0,0
GO ESTABLISHMENT OF PLANAR POLARITY INVOLVED IN NEURAL TUBE CLOSURE,0,0,0,0,0
GO ESTABLISHMENT OF PLANAR POLARITY OF EMBRYONIC EPITHELIUM,0,0,0,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMOSOME,0,0,0,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,1,0,1,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO MEMBRANE,1,0,1,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRIAL MEMBRANE,0,0,0,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE,0,0,0,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE,0,0,0,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO POSTSYNAPTIC MEMBRANE,0,0,0,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE,0,0,0,0,0
GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO VACUOLE,1,0,0,0,0
GO ESTABLISHMENT OF RNA LOCALIZATION,0,0,0,0,0
GO ESTABLISHMENT OF SPINDLE ORIENTATION,0,0,0,0,0
GO ESTABLISHMENT OF TISSUE POLARITY,0,0,0,0,0
GO ESTABLISHMENT OR MAINTENANCE OF BIPOLAR CELL POLARITY,0,0,0,0,0
GO ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY,0,0,0,0,0
GO ESTABLISHMENT OR MAINTENANCE OF MONOPOLAR CELL POLARITY,0,0,0,0,0
GO ESTABLISHMENT OR MAINTENANCE OF TRANSMEMBRANE ELECTROCHEMICAL GRADIENT,0,0,0,0,0
GO ESTROGEN BIOSYNTHETIC PROCESS,0,0,0,0,0
GO ESTROGEN METABOLIC PROCESS,0,0,0,0,0
GO ESTROUS CYCLE,0,0,0,1,0
GO ETHANOL CATABOLIC PROCESS,0,0,0,0,0
GO ETHANOL METABOLIC PROCESS,0,0,0,0,0
GO ETHANOL OXIDATION,0,0,0,0,0
GO ETHER BIOSYNTHETIC PROCESS,0,1,0,0,0
GO ETHER METABOLIC PROCESS,0,0,0,0,0
GO EXCITATORY SYNAPSE ASSEMBLY,0,0,0,0,0
GO EXCRETION,0,0,1,0,0
GO EXECUTION PHASE OF APOPTOSIS,0,0,0,1,0
GO EXIT FROM MITOSIS,0,0,0,0,0
GO EXOCRINE SYSTEM DEVELOPMENT,0,0,0,0,0
GO EXOCYTIC PROCESS,0,0,0,0,0
GO EXOCYTOSIS,1,0,0,0,0
GO EXPLORATION BEHAVIOR,0,0,1,0,0
GO EXPORT ACROSS PLASMA MEMBRANE,0,0,0,0,0
GO EXTRACELLULAR MATRIX ASSEMBLY,0,0,0,0,0
GO EXTRACELLULAR MATRIX CONSTITUENT SECRETION,1,0,0,0,0
GO EXTRACELLULAR MATRIX DISASSEMBLY,1,0,0,0,0
GO EXTRACELLULAR REGULATION OF SIGNAL TRANSDUCTION,1,0,0,0,0
GO EXTRACELLULAR STRUCTURE ORGANIZATION,1,0,0,0,0
GO EXTRACELLULAR TRANSPORT,0,0,0,0,0
GO EXTRACELLULAR VESICLE BIOGENESIS,1,0,0,0,0
GO EXTRINSIC APOPTOTIC SIGNALING PATHWAY,1,0,0,0,0
GO EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,1,0,0,0,0
GO EYE MORPHOGENESIS,0,0,0,0,0
GO EYE PHOTORECEPTOR CELL DEVELOPMENT,0,0,0,0,0
GO EYE PHOTORECEPTOR CELL DIFFERENTIATION,0,0,0,0,0
GO EYELID DEVELOPMENT IN CAMERA TYPE EYE,0,0,0,0,0
GO FACE DEVELOPMENT,0,0,0,0,0
GO FACIAL NERVE MORPHOGENESIS,0,0,0,0,0
GO FAT CELL DIFFERENTIATION,0,0,0,1,0
GO FAT CELL PROLIFERATION,0,0,0,0,0
GO FAT SOLUBLE VITAMIN BIOSYNTHETIC PROCESS,0,0,0,0,0
GO FAT SOLUBLE VITAMIN METABOLIC PROCESS,0,0,0,0,0
GO FATTY ACID BETA OXIDATION,0,0,0,0,0
GO FATTY ACID BETA OXIDATION USING ACYL COA DEHYDROGENASE,1,0,0,0,0
GO FATTY ACID BETA OXIDATION USING ACYL COA OXIDASE,1,0,0,0,0
GO FATTY ACID BIOSYNTHETIC PROCESS,0,1,0,1,0
GO FATTY ACID CATABOLIC PROCESS,0,0,0,0,0
GO FATTY ACID DERIVATIVE BIOSYNTHETIC PROCESS,0,1,0,0,0
GO FATTY ACID DERIVATIVE CATABOLIC PROCESS,0,0,0,0,0
GO FATTY ACID DERIVATIVE METABOLIC PROCESS,0,1,0,0,0
GO FATTY ACID DERIVATIVE TRANSPORT,0,1,0,0,0
GO FATTY ACID HOMEOSTASIS,0,0,0,0,0
GO FATTY ACID METABOLIC PROCESS,0,1,0,0,0
GO FATTY ACID TRANSMEMBRANE TRANSPORT,0,0,0,0,0
GO FATTY ACID TRANSPORT,0,1,0,0,0
GO FATTY ACYL COA BIOSYNTHETIC PROCESS,0,0,0,0,0
GO FATTY ACYL COA METABOLIC PROCESS,0,0,0,0,0
GO FC EPSILON RECEPTOR SIGNALING PATHWAY,1,1,0,0,0
GO FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY,0,0,0,0,0
GO FC RECEPTOR SIGNALING PATHWAY,1,0,0,0,0
GO FEAR RESPONSE,0,0,1,0,0
GO FEEDING BEHAVIOR,0,0,0,0,0
GO FEMALE GAMETE GENERATION,0,0,0,0,0
GO FEMALE GENITALIA DEVELOPMENT,0,0,0,0,0
GO FEMALE MEIOTIC NUCLEAR DIVISION,0,0,0,0,0
GO FEMALE SEX DIFFERENTIATION,0,0,0,0,0
GO FERTILIZATION,0,0,0,0,0
GO FEVER GENERATION,0,1,0,0,0
GO FIBRINOLYSIS,1,0,0,0,0
GO FIBROBLAST ACTIVATION,0,0,0,0,0
GO FIBROBLAST APOPTOTIC PROCESS,0,0,0,0,0
GO FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,0,0,0,0,0
GO FIBROBLAST MIGRATION,0,0,0,0,0
GO FIBROBLAST PROLIFERATION,0,0,0,0,0
GO FILOPODIUM ASSEMBLY,0,0,0,0,0
GO FLUID TRANSPORT,0,0,0,0,0
GO FOAM CELL DIFFERENTIATION,0,0,0,1,0
GO FOCAL ADHESION ASSEMBLY,1,0,0,0,0
GO FOLIC ACID CONTAINING COMPOUND METABOLIC PROCESS,0,0,0,0,0
GO FOLIC ACID METABOLIC PROCESS,0,0,0,0,0
GO FOREBRAIN CELL MIGRATION,0,0,0,0,0
GO FOREBRAIN DEVELOPMENT,0,0,0,0,0
GO FOREBRAIN GENERATION OF NEURONS,0,0,0,0,0
GO FOREBRAIN MORPHOGENESIS,0,0,0,0,0
GO FOREBRAIN NEURON DEVELOPMENT,0,0,0,0,0
GO FOREBRAIN NEURON DIFFERENTIATION,0,0,0,0,0
GO FOREBRAIN NEURON FATE COMMITMENT,0,0,0,0,1
GO FOREBRAIN REGIONALIZATION,0,0,0,0,0
GO FOREGUT MORPHOGENESIS,0,0,0,0,0
GO FORELIMB MORPHOGENESIS,0,0,0,0,0
GO FORMATION OF CYTOPLASMIC TRANSLATION INITIATION COMPLEX,1,0,1,0,0
GO FORMATION OF EXTRACHROMOSOMAL CIRCULAR DNA,0,0,1,0,0
GO FORMATION OF PRIMARY GERM LAYER,0,0,0,0,0
GO FORMATION OF TRANSLATION PREINITIATION COMPLEX,1,0,1,0,0
GO FRUCTOSE 6 PHOSPHATE METABOLIC PROCESS,1,0,0,0,0
GO FRUCTOSE METABOLIC PROCESS,0,1,0,0,0
GO FUCOSE METABOLIC PROCESS,0,0,0,0,0
GO FUCOSYLATION,0,0,0,1,0
GO FUSION OF SPERM TO EGG PLASMA MEMBRANE INVOLVED IN SINGLE FERTILIZATION,0,0,0,0,0
GO G PROTEIN COUPLED ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY,0,0,0,0,0
GO G PROTEIN COUPLED GLUTAMATE RECEPTOR SIGNALING PATHWAY,0,0,1,0,0
GO G PROTEIN COUPLED PURINERGIC NUCLEOTIDE RECEPTOR SIGNALING PATHWAY,1,1,0,0,0
GO G PROTEIN COUPLED PURINERGIC RECEPTOR SIGNALING PATHWAY,0,0,0,0,0
GO G PROTEIN COUPLED RECEPTOR INTERNALIZATION,0,0,1,0,0
GO G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,0,0,0,0,0
GO G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER,0,0,1,0,0
GO G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY INVOLVED IN HEART PROCESS,0,0,0,0,0
GO G0 TO G1 TRANSITION,0,0,0,0,1
GO G2 DNA DAMAGE CHECKPOINT,0,0,0,0,0
GO GABAERGIC NEURON DIFFERENTIATION,0,0,0,0,0
GO GALACTOSE METABOLIC PROCESS,1,0,0,0,0
GO GAMETE GENERATION,0,0,0,0,0
GO GAMMA AMINOBUTYRIC ACID SECRETION,0,0,0,0,0
GO GAMMA AMINOBUTYRIC ACID SIGNALING PATHWAY,0,0,0,0,0
GO GAMMA AMINOBUTYRIC ACID TRANSPORT,0,0,0,0,0
GO GAMMA DELTA T CELL ACTIVATION,0,0,0,0,0
GO GAMMA DELTA T CELL DIFFERENTIATION,0,0,0,0,0
GO GANGLION DEVELOPMENT,0,0,0,0,0
GO GANGLIOSIDE BIOSYNTHETIC PROCESS,0,0,0,0,1
GO GANGLIOSIDE METABOLIC PROCESS,0,0,0,0,0
GO GAP JUNCTION ASSEMBLY,1,0,0,0,0
GO GAS TRANSPORT,0,0,1,0,0
GO GASTRIC ACID SECRETION,0,1,0,1,0
GO GASTRO INTESTINAL SYSTEM SMOOTH MUSCLE CONTRACTION,0,0,0,0,0
GO GASTRULATION,0,0,0,0,0
GO GASTRULATION WITH MOUTH FORMING SECOND,0,0,0,1,0
GO GDP METABOLIC PROCESS,0,0,0,0,0
GO GENE SILENCING,0,1,0,0,0
GO GENERATION OF PRECURSOR METABOLITES AND ENERGY,0,1,0,0,0
GO GENETIC IMPRINTING,0,0,0,0,1
GO GENITALIA DEVELOPMENT,0,0,0,0,0
GO GENITALIA MORPHOGENESIS,0,0,0,0,0
GO GERM CELL DEVELOPMENT,0,0,0,0,0
GO GERMINAL CENTER FORMATION,1,0,0,0,0
GO GLAND DEVELOPMENT,0,0,0,1,0
GO GLAND MORPHOGENESIS,0,0,0,0,0
GO GLANDULAR EPITHELIAL CELL DEVELOPMENT,0,0,0,0,0
GO GLANDULAR EPITHELIAL CELL DIFFERENTIATION,0,0,0,0,0
GO GLIAL CELL ACTIVATION,1,0,0,0,0
GO GLIAL CELL APOPTOTIC PROCESS,0,0,0,0,0
GO GLIAL CELL DEVELOPMENT,0,0,0,1,0
GO GLIAL CELL DIFFERENTIATION,0,0,0,0,0
GO GLIAL CELL FATE COMMITMENT,0,0,0,1,0
GO GLIAL CELL MIGRATION,0,0,0,0,0
GO GLIAL CELL PROLIFERATION,0,0,0,0,0
GO GLIOGENESIS,0,0,0,0,0
GO GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR,0,0,0,0,0
GO GLOMERULAR BASEMENT MEMBRANE DEVELOPMENT,0,0,0,0,0
GO GLOMERULAR EPITHELIAL CELL DEVELOPMENT,1,0,0,0,0
GO GLOMERULAR EPITHELIAL CELL DIFFERENTIATION,0,0,0,0,0
GO GLOMERULAR EPITHELIUM DEVELOPMENT,0,0,0,0,0
GO GLOMERULAR MESANGIAL CELL PROLIFERATION,1,0,0,0,0
GO GLOMERULAR MESANGIUM DEVELOPMENT,1,0,0,0,0
GO GLOMERULUS DEVELOPMENT,0,0,0,0,0
GO GLUCOCORTICOID BIOSYNTHETIC PROCESS,0,0,0,0,0
GO GLUCOCORTICOID METABOLIC PROCESS,0,1,0,0,0
GO GLUCOSAMINE CONTAINING COMPOUND METABOLIC PROCESS,0,0,0,0,0
GO GLUCOSE 6 PHOSPHATE METABOLIC PROCESS,1,0,0,0,0
GO GLUCOSE CATABOLIC PROCESS,0,0,0,0,0
GO GLUCOSE IMPORT,0,0,0,0,0
GO GLUCOSE METABOLIC PROCESS,0,0,0,0,0
GO GLUTAMATE METABOLIC PROCESS,0,0,0,0,0
GO GLUTAMATE RECEPTOR SIGNALING PATHWAY,0,0,0,0,0
GO GLUTAMATE SECRETION,0,0,0,0,0
GO GLUTAMINE FAMILY AMINO ACID BIOSYNTHETIC PROCESS,0,1,0,0,0
GO GLUTAMINE FAMILY AMINO ACID CATABOLIC PROCESS,0,0,0,0,0
GO GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS,0,0,0,0,0
GO GLUTAMINE METABOLIC PROCESS,0,1,0,0,0
GO GLUTATHIONE DERIVATIVE METABOLIC PROCESS,0,1,0,0,0
GO GLUTATHIONE METABOLIC PROCESS,0,1,0,0,0
GO GLYCEROL ETHER METABOLIC PROCESS,0,0,0,0,0
GO GLYCEROLIPID BIOSYNTHETIC PROCESS,0,1,0,1,0
GO GLYCEROLIPID CATABOLIC PROCESS,0,0,0,0,0
GO GLYCEROLIPID METABOLIC PROCESS,0,1,0,1,0
GO GLYCEROPHOSPHOLIPID CATABOLIC PROCESS,0,0,0,0,0
GO GLYCEROPHOSPHOLIPID METABOLIC PROCESS,0,1,0,1,0
GO GLYCINE METABOLIC PROCESS,0,0,0,0,0
GO GLYCINE TRANSPORT,0,0,0,0,0
GO GLYCOGEN BIOSYNTHETIC PROCESS,0,0,0,0,0
GO GLYCOLIPID BIOSYNTHETIC PROCESS,0,0,0,1,0
GO GLYCOLIPID CATABOLIC PROCESS,1,0,0,0,0
GO GLYCOLYTIC PROCESS THROUGH FRUCTOSE 6 PHOSPHATE,0,0,0,0,0
GO GLYCOPROTEIN BIOSYNTHETIC PROCESS,0,0,0,1,0
GO GLYCOPROTEIN CATABOLIC PROCESS,1,0,0,0,0
GO GLYCOPROTEIN METABOLIC PROCESS,0,0,0,1,0
GO GLYCOSIDE METABOLIC PROCESS,0,0,0,0,0
GO GLYCOSPHINGOLIPID BIOSYNTHETIC PROCESS,0,0,0,0,0
GO GLYCOSPHINGOLIPID METABOLIC PROCESS,0,0,0,1,0
GO GLYCOSYL COMPOUND BIOSYNTHETIC PROCESS,1,0,0,0,0
GO GLYCOSYL COMPOUND CATABOLIC PROCESS,1,0,0,0,0
GO GLYCOSYL COMPOUND METABOLIC PROCESS,1,0,0,0,0
GO GLYCOSYLATION,0,0,0,1,0
GO GLYCOSYLCERAMIDE METABOLIC PROCESS,0,1,0,1,0
GO GMP METABOLIC PROCESS,0,1,0,0,0
GO GOLGI LOCALIZATION,0,0,0,0,0
GO GOLGI ORGANIZATION,0,0,0,0,0
GO GOLGI RIBBON FORMATION,0,1,0,1,0
GO GOLGI TO ENDOSOME TRANSPORT,0,0,0,0,0
GO GOLGI TO PLASMA MEMBRANE PROTEIN TRANSPORT,1,1,0,0,0
GO GOLGI TO PLASMA MEMBRANE TRANSPORT,0,0,0,0,0
GO GOLGI TO VACUOLE TRANSPORT,1,0,0,0,0
GO GOLGI VESICLE BUDDING,1,1,0,0,0
GO GOLGI VESICLE TRANSPORT,0,0,0,0,0
GO GONADOTROPIN SECRETION,0,0,0,0,0
GO GPI ANCHOR METABOLIC PROCESS,0,0,0,0,0
GO GRANULOCYTE CHEMOTAXIS,1,0,0,0,0
GO GRANULOCYTE DIFFERENTIATION,0,1,0,0,0
GO GRANULOCYTE MACROPHAGE COLONY STIMULATING FACTOR PRODUCTION,0,0,0,0,0
GO GRANULOCYTE MIGRATION,1,0,0,0,0
GO GROOMING BEHAVIOR,0,0,0,0,0
GO GROWTH,0,0,0,0,0
GO GROWTH HORMONE RECEPTOR SIGNALING PATHWAY VIA JAK STAT,0,0,0,1,0
GO GROWTH HORMONE SECRETION,0,0,0,0,0
GO GROWTH PLATE CARTILAGE DEVELOPMENT,1,0,0,0,0
GO GTP METABOLIC PROCESS,1,1,0,0,0
GO GUANOSINE CONTAINING COMPOUND BIOSYNTHETIC PROCESS,1,0,0,0,0
GO GUANOSINE CONTAINING COMPOUND METABOLIC PROCESS,0,1,0,0,0
GO HAIR CELL DIFFERENTIATION,0,0,0,0,0
GO HAIR FOLLICLE MATURATION,0,0,0,0,0
GO HEAD DEVELOPMENT,0,0,0,0,0
GO HEAD MORPHOGENESIS,0,0,0,0,0
GO HEART DEVELOPMENT,0,0,0,0,0
GO HEART FIELD SPECIFICATION,0,0,0,0,0
GO HEART FORMATION,0,0,0,0,0
GO HEART GROWTH,0,0,0,0,0
GO HEART INDUCTION,0,0,0,0,0
GO HEART MORPHOGENESIS,0,0,0,0,0
GO HEART PROCESS,0,0,0,1,0
GO HEART TRABECULA FORMATION,0,0,0,1,0
GO HEART TRABECULA MORPHOGENESIS,0,0,0,1,0
GO HEART VALVE DEVELOPMENT,0,0,0,0,0
GO HEART VALVE FORMATION,0,0,0,0,0
GO HEAT GENERATION,0,0,0,0,0
GO HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION,0,0,0,0,0
GO HEMATOPOIETIC STEM CELL DIFFERENTIATION,1,0,0,0,0
GO HEMATOPOIETIC STEM CELL PROLIFERATION,0,0,0,0,0
GO HEME METABOLIC PROCESS,1,0,0,0,0
GO HEMIDESMOSOME ASSEMBLY,1,0,0,0,0
GO HEMOGLOBIN METABOLIC PROCESS,0,1,0,0,0
GO HEPARAN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS,0,0,0,0,0
GO HEPARAN SULFATE PROTEOGLYCAN METABOLIC PROCESS,0,0,0,0,0
GO HEPARIN METABOLIC PROCESS,1,0,0,0,0
GO HEPATICOBILIARY SYSTEM DEVELOPMENT,0,0,0,0,0
GO HEPATOCYTE APOPTOTIC PROCESS,0,0,0,0,0
GO HEPATOCYTE DIFFERENTIATION,0,0,0,0,0
GO HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1,0,0,0,0
GO HETEROCHROMATIN ORGANIZATION,0,0,0,0,0
GO HETEROPHILIC CELL CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES,0,0,0,0,0
GO HETEROTYPIC CELL CELL ADHESION,0,0,0,0,0
GO HEXOSE CATABOLIC PROCESS,0,1,0,0,0
GO HIGH DENSITY LIPOPROTEIN PARTICLE ASSEMBLY,1,0,0,0,0
GO HIGH DENSITY LIPOPROTEIN PARTICLE CLEARANCE,0,0,0,0,0
GO HIGH DENSITY LIPOPROTEIN PARTICLE REMODELING,0,0,0,0,0
GO HINDBRAIN DEVELOPMENT,0,0,0,0,0
GO HINDBRAIN MORPHOGENESIS,0,0,0,0,0
GO HINDBRAIN RADIAL GLIA GUIDED CELL MIGRATION,0,0,0,0,0
GO HINDLIMB MORPHOGENESIS,0,0,0,0,0
GO HIPPO SIGNALING,0,0,0,0,0
GO HIPPOCAMPUS DEVELOPMENT,0,0,0,0,0
GO HISTAMINE SECRETION,0,0,0,1,0
GO HISTAMINE TRANSPORT,0,0,0,1,0
GO HISTONE ARGININE METHYLATION,0,0,1,0,0
GO HISTONE DEACETYLATION,0,0,0,0,0
GO HISTONE DEUBIQUITINATION,0,1,0,0,0
GO HISTONE EXCHANGE,0,0,0,0,0
GO HISTONE H2A ACETYLATION,0,0,0,0,0
GO HISTONE H2A MONOUBIQUITINATION,0,0,0,0,1
GO HISTONE H2A UBIQUITINATION,0,0,0,0,1
GO HISTONE H2B UBIQUITINATION,0,0,0,0,0
GO HISTONE H3 ACETYLATION,0,0,0,0,0
GO HISTONE H3 DEACETYLATION,0,0,0,0,0
GO HISTONE H3 K14 ACETYLATION,0,0,0,0,0
GO HISTONE H3 K27 METHYLATION,0,0,0,0,0
GO HISTONE H3 K36 METHYLATION,0,0,0,0,1
GO HISTONE H3 K4 METHYLATION,0,0,0,0,1
GO HISTONE H3 K4 TRIMETHYLATION,0,0,0,0,0
GO HISTONE H3 K9 ACETYLATION,0,1,0,0,1
GO HISTONE H3 K9 DEMETHYLATION,0,0,1,0,0
GO HISTONE H3 K9 METHYLATION,0,0,0,0,0
GO HISTONE H3 K9 MODIFICATION,0,0,0,0,0
GO HISTONE H3 K9 TRIMETHYLATION,0,0,0,0,0
GO HISTONE H4 ACETYLATION,0,0,0,0,1
GO HISTONE H4 DEACETYLATION,0,0,0,0,0
GO HISTONE H4 K16 ACETYLATION,0,0,0,0,1
GO HISTONE H4 K5 ACETYLATION,0,0,0,0,1
GO HISTONE METHYLATION,0,0,0,0,0
GO HISTONE MONOUBIQUITINATION,0,0,0,0,1
GO HISTONE MRNA METABOLIC PROCESS,0,1,1,0,0
GO HISTONE PHOSPHORYLATION,1,0,0,0,0
GO HISTONE SERINE PHOSPHORYLATION,1,0,0,0,0
GO HISTONE UBIQUITINATION,0,0,0,0,0
GO HOMEOSTASIS OF NUMBER OF CELLS,0,0,0,0,0
GO HOMEOSTASIS OF NUMBER OF CELLS WITHIN A TISSUE,0,0,0,0,0
GO HOMEOSTATIC PROCESS,0,0,0,1,0
GO HOMOCYSTEINE METABOLIC PROCESS,0,0,0,0,0
GO HOMOLOGOUS CHROMOSOME PAIRING AT MEIOSIS,0,0,0,0,0
GO HOMOLOGOUS CHROMOSOME SEGREGATION,0,0,0,0,0
GO HOMOLOGOUS RECOMBINATION,0,0,0,0,0
GO HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES,0,0,0,0,0
GO HOMOTYPIC CELL CELL ADHESION,0,0,0,1,0
GO HORMONE BIOSYNTHETIC PROCESS,1,0,0,0,0
GO HORMONE CATABOLIC PROCESS,0,0,0,0,0
GO HORMONE MEDIATED SIGNALING PATHWAY,0,0,0,0,0
GO HORMONE METABOLIC PROCESS,0,0,0,1,0
GO HORMONE TRANSPORT,0,0,0,1,0
GO HUMORAL IMMUNE RESPONSE,0,0,0,1,0
GO HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN,1,0,0,0,0
GO HYALURONAN BIOSYNTHETIC PROCESS,1,0,0,1,0
GO HYALURONAN CATABOLIC PROCESS,1,0,0,0,0
GO HYALURONAN METABOLIC PROCESS,1,0,0,0,0
GO HYDROGEN PEROXIDE BIOSYNTHETIC PROCESS,0,0,0,1,0
GO HYDROGEN PEROXIDE CATABOLIC PROCESS,0,0,0,0,0
GO HYDROGEN PEROXIDE METABOLIC PROCESS,0,0,0,0,0
GO HYPEROSMOTIC RESPONSE,1,0,0,0,0
GO HYPEROSMOTIC SALINITY RESPONSE,0,0,0,0,0
GO HYPOTHALAMUS DEVELOPMENT,0,0,0,1,0
GO HYPOTONIC RESPONSE,0,0,0,0,0
GO I KAPPAB KINASE NF KAPPAB SIGNALING,1,0,0,0,0
GO I KAPPAB PHOSPHORYLATION,0,0,0,0,0
GO ICOSANOID BIOSYNTHETIC PROCESS,0,1,0,0,0
GO ICOSANOID METABOLIC PROCESS,0,1,0,0,0
GO IMIDAZOLE CONTAINING COMPOUND METABOLIC PROCESS,0,0,0,0,0
GO IMMATURE B CELL DIFFERENTIATION,0,0,0,0,0
GO IMMATURE T CELL PROLIFERATION,1,0,0,0,0
GO IMMUNE EFFECTOR PROCESS,1,0,0,0,0
GO IMMUNE RESPONSE REGULATING SIGNALING PATHWAY,1,1,0,1,0
GO IMMUNE RESPONSE TO TUMOR CELL,1,0,0,0,0
GO IMMUNE SYSTEM DEVELOPMENT,0,0,0,1,0
GO IMMUNOGLOBULIN PRODUCTION,1,0,0,0,0
GO IMMUNOGLOBULIN PRODUCTION INVOLVED IN IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE,1,0,0,0,0
GO IMMUNOGLOBULIN SECRETION,1,0,0,1,0
GO IMMUNOLOGICAL MEMORY PROCESS,0,0,0,1,0
GO IMMUNOLOGICAL SYNAPSE FORMATION,1,1,0,0,0
GO IMP METABOLIC PROCESS,0,1,1,0,0
GO IMPORT ACROSS PLASMA MEMBRANE,0,0,0,0,0
GO IMPORT INTO CELL,0,0,0,0,0
GO IMPORT INTO NUCLEUS,0,0,0,0,0
GO IN UTERO EMBRYONIC DEVELOPMENT,0,0,0,0,0
GO INACTIVATION OF MAPK ACTIVITY,1,0,0,0,0
GO INCLUSION BODY ASSEMBLY,0,0,0,0,0
GO INDOLALKYLAMINE METABOLIC PROCESS,0,0,0,1,0
GO INDOLE CONTAINING COMPOUND METABOLIC PROCESS,0,0,0,1,0
