archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
SCLC-A2,GO REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION,0.01857,0.17053,0.14857,1,1
SCLC-A2,GO DIVALENT INORGANIC CATION HOMEOSTASIS,0.0033675,0.17387,0.14801,1,1
SCLC-A2,GO REGULATION OF PH,0.0024588,0.16123,0.14765,1,1
SCLC-A2,GO HEART PROCESS,0.013344,0.15726,0.1468,1,1
SCLC-A2,GO REGULATION OF MAP KINASE ACTIVITY,0.025507,0.15266,0.14584,1,1
SCLC-A2,GO ORGANELLE FUSION,0.01918,0.17733,0.14527,1,1
SCLC-A2,GO LYMPHOCYTE DIFFERENTIATION,0.010146,0.15241,0.14298,1,1
SCLC-A2,GO LIPID BIOSYNTHETIC PROCESS,0.0049293,0.17074,0.14282,1,1
SCLC-A2,GO METAL ION HOMEOSTASIS,0.0042393,0.17304,0.14256,1,1
SCLC-A2,GO REGULATION OF PEPTIDE TRANSPORT,0.0039282,0.14135,0.14097,1,1
SCLC-A2,GO EPITHELIUM DEVELOPMENT,0.01247,0.18914,0.14096,1,1
SCLC-A2,GO VASCULAR PROCESS IN CIRCULATORY SYSTEM,0.0082164,0.14951,0.14084,1,1
SCLC-A2,GO PROTEIN LOCALIZATION TO GOLGI APPARATUS,0.023963,0.19359,0.14062,1,1
SCLC-A2,GO PROTEIN K48 LINKED UBIQUITINATION,0.014755,0.17299,0.14055,1,1
SCLC-A2,GO REGULATION OF EXOCYTOSIS,0.025507,0.12498,0.13935,1,1
SCLC-A2,GO GLAND DEVELOPMENT,0.01684,0.17825,0.13917,1,1
SCLC-A2,GO PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS,0.01918,0.15765,0.13745,1,1
SCLC-A2,GO REGULATION OF GLUCONEOGENESIS,0.01427,0.16855,0.13732,1,1
SCLC-A2,GO REGULATION OF TOR SIGNALING,0.0029959,0.13886,0.13712,1,1
SCLC-A2,GO IMMUNE SYSTEM DEVELOPMENT,0.0082164,0.17,0.13626,1,1
SCLC-A2,GO PHOSPHATIDYLINOSITOL PHOSPHORYLATION,0.022501,0.15925,0.13615,1,1
SCLC-A2,GO REGULATION OF CARBOHYDRATE METABOLIC PROCESS,0.01427,0.13121,0.13568,1,1
SCLC-A2,GO CELLULAR CARBOHYDRATE METABOLIC PROCESS,0.014755,0.12566,0.13475,1,1
SCLC-A2,GO PHOSPHOLIPID BIOSYNTHETIC PROCESS,0.011648,0.14697,0.13472,1,1
SCLC-A2,GO ALCOHOL METABOLIC PROCESS,0.0088198,0.16419,0.13432,1,1
SCLC-A2,GO FATTY ACID BIOSYNTHETIC PROCESS,0.023222,0.16624,0.13404,1,1
SCLC-A2,GO NEGATIVE REGULATION OF CELL POPULATION PROLIFERATION,0.023222,0.16217,0.13371,1,1
SCLC-A2,GO CELLULAR LIPID CATABOLIC PROCESS,0.020453,0.13503,0.1336,1,1
SCLC-A2,GO CELLULAR MONOVALENT INORGANIC CATION HOMEOSTASIS,0.0076503,0.17307,0.13264,1,1
SCLC-A2,GO T CELL SELECTION,0.024724,0.095035,0.13191,1,1
SCLC-A2,GO ION HOMEOSTASIS,0.0059338,0.15904,0.13078,1,1
SCLC-A2,GO ANATOMICAL STRUCTURE MATURATION,0.010146,0.14719,0.13045,1,1
SCLC-A2,GO VESICLE ORGANIZATION,0.027136,0.17428,0.12995,1,1
SCLC-A2,GO INORGANIC ION TRANSMEMBRANE TRANSPORT,0.012053,0.14297,0.12979,1,1
SCLC-A2,GO REGULATION OF ION TRANSPORT,0.019808,0.14719,0.12922,1,1
SCLC-A2,GO LIPID METABOLIC PROCESS,0.010505,0.15863,0.12913,1,1
SCLC-A2,GO ANION TRANSMEMBRANE TRANSPORT,0.0063849,0.13102,0.12865,1,1
SCLC-A2,GO GLYCEROLIPID BIOSYNTHETIC PROCESS,0.010505,0.15191,0.1285,1,1
SCLC-A2,GO DEVELOPMENTAL MATURATION,0.02631,0.1068,0.12845,1,1
SCLC-A2,GO RESPONSE TO INSULIN,0.019808,0.11719,0.12797,1,1
SCLC-A2,GO STRIATED MUSCLE CELL DIFFERENTIATION,0.028854,0.16159,0.12768,1,1
SCLC-A2,GO SECOND MESSENGER MEDIATED SIGNALING,0.012053,0.12784,0.12678,1,1
SCLC-A2,GO PHOSPHOLIPID METABOLIC PROCESS,0.0082164,0.1494,0.12633,1,1
SCLC-A2,GO REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION,0.010874,0.15297,0.12629,1,1
SCLC-A2,GO CELLULAR LIPID METABOLIC PROCESS,0.011648,0.15987,0.12609,1,1
SCLC-A2,GO REGULATION OF LIPID METABOLIC PROCESS,0.020453,0.14014,0.12555,1,1
SCLC-A2,GO PHOSPHATIDYLINOSITOL METABOLIC PROCESS,0.021799,0.17027,0.1255,1,1
SCLC-A2,GO LIPID CATABOLIC PROCESS,0.016296,0.13923,0.12533,1,1
SCLC-A2,GO ION TRANSPORT,0.0097991,0.13252,0.12504,1,1
SCLC-A2,GO POSITIVE REGULATION OF SIGNALING,0.010505,0.15091,0.12498,1,1
SCLC-A2,GO DNA SYNTHESIS INVOLVED IN DNA REPAIR,0.028854,0.10532,0.12489,1,1
SCLC-A2,GO ORGANIC ANION TRANSPORT,0.0091361,0.1426,0.12366,1,1
SCLC-A2,GO ANION TRANSPORT,0.0063849,0.14127,0.12357,1,1
SCLC-A2,GO GLYCEROPHOSPHOLIPID METABOLIC PROCESS,0.012053,0.14629,0.12331,1,1
SCLC-A2,GO REGULATION OF CELL POPULATION PROLIFERATION,0.025507,0.15851,0.12198,1,1
SCLC-A2,GO REGULATION OF SYSTEM PROCESS,0.020453,0.1359,0.12142,1,1
SCLC-A2,GO GLYCEROLIPID METABOLIC PROCESS,0.0085133,0.13488,0.11983,1,1
SCLC-A2,GO CARBOHYDRATE BIOSYNTHETIC PROCESS,0.021117,0.091739,0.11956,1,1
SCLC-A2,GO REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION,0.027983,0.1478,0.11937,1,1
SCLC-A2,GO ION TRANSMEMBRANE TRANSPORT,0.016296,0.12321,0.11739,1,1
SCLC-A2,GO CELLULAR RESPONSE TO NITROGEN COMPOUND,0.017977,0.14775,0.11557,1,1
SCLC-A2,GO RESPONSE TO OXYGEN CONTAINING COMPOUND,0.024724,0.14789,0.11536,1,1
SCLC-A2,GO HOMEOSTATIC PROCESS,0.0076503,0.14895,0.11434,1,1
SCLC-A2,GO RESPONSE TO NITROGEN COMPOUND,0.016296,0.13704,0.11363,1,1
SCLC-A2,GO TRANSMEMBRANE TRANSPORT,0.012053,0.12607,0.11256,1,1
SCLC-A2,GO ORGANIC HYDROXY COMPOUND CATABOLIC PROCESS,0.028854,0.10729,0.11167,1,1
SCLC-A2,GO POSITIVE REGULATION OF CELL GROWTH,0.010874,0.11431,0.11155,1,1
SCLC-A2,GO RESPONSE TO ENDOGENOUS STIMULUS,0.02631,0.14261,0.11016,1,1
SCLC-A2,GO CELLULAR RESPONSE TO PEPTIDE,0.020453,0.1303,0.10985,1,1
SCLC-A2,GO CELLULAR ION HOMEOSTASIS,0.015254,0.13861,0.1098,1,1
SCLC-A2,GO RESPONSE TO PEPTIDE,0.027983,0.1264,0.10922,1,1
SCLC-A2,GO TOR SIGNALING,0.0039282,0.10247,0.10757,1,1
SCLC-A2,GO RHYTHMIC PROCESS,0.028854,0.1179,0.10537,1,1
SCLC-A2,GO CELLULAR RESPONSE TO CARBOHYDRATE STIMULUS,0.025507,0.10746,0.10536,1,1
SCLC-A2,GO METAL ION TRANSPORT,0.029747,0.12333,0.10368,1,1
SCLC-A2,GO PROTEIN AUTOUBIQUITINATION,0.01247,0.12751,0.10321,1,1
SCLC-A2,GO REGULATION OF TRANSPORT,0.023222,0.12014,0.102,1,1
SCLC-A2,GO RESPONSE TO PEPTIDE HORMONE,0.023222,0.10477,0.1011,1,1
SCLC-A2,GO REGULATION OF PROTEIN LOCALIZATION,0.027136,0.11521,0.1008,1,1
SCLC-A2,GO CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS,0.02631,0.12076,0.097677,1,1
SCLC-A2,GO CALCIUM MEDIATED SIGNALING,0.01918,0.10776,0.095191,1,1
SCLC-A2,GO CELLULAR HOMEOSTASIS,0.024724,0.10167,0.094159,1,1
SCLC-N,GO REGULATION OF SYNAPTIC VESICLE FUSION TO PRESYNAPTIC ACTIVE ZONE MEMBRANE,0.00042822,0.77283,0.89328,1,1
SCLC-N,GO SYNAPSE MATURATION,0.00034064,0.77455,0.80651,1,1
SCLC-N,GO OXYGEN TRANSPORT,0.0040811,0.8675,0.77952,1,1
SCLC-N,GO POSITIVE REGULATION OF SYNAPTIC PLASTICITY,0.00027004,0.83121,0.77358,1,1
SCLC-N,GO RESPONSE TO L GLUTAMATE,0.00021334,0.68537,0.65875,1,1
SCLC-N,GO SYNAPTIC VESICLE MATURATION,0.00040918,0.56182,0.63652,1,1
SCLC-N,GO TYPE B PANCREATIC CELL APOPTOTIC PROCESS,0.0029959,0.69604,0.61754,1,1
SCLC-N,GO MODIFICATION OF POSTSYNAPTIC STRUCTURE,0.00042822,0.6536,0.61363,1,1
SCLC-N,GO DIVALENT METAL ION EXPORT,0.001448,0.57873,0.59369,1,1
SCLC-N,GO GAS TRANSPORT,0.0047478,0.56905,0.58773,1,1
SCLC-N,GO REGULATION OF SHORT TERM NEURONAL SYNAPTIC PLASTICITY,0.0037806,0.50267,0.58237,1,1
SCLC-N,GO DENTATE GYRUS DEVELOPMENT,0.0025586,0.54713,0.56776,1,1
SCLC-N,GO COMPLEMENT ACTIVATION LECTIN PATHWAY,0.0022699,0.72964,0.56695,1,1
SCLC-N,GO AROMATIC AMINO ACID TRANSPORT,0.0021804,0.46486,0.53256,1,1
SCLC-N,GO REGULATION OF GUANYLATE CYCLASE ACTIVITY,0.00087036,0.54382,0.53079,1,1
SCLC-N,GO VITAMIN CATABOLIC PROCESS,0.0026621,0.65247,0.52975,1,1
SCLC-N,GO PLASMA MEMBRANE REPAIR,0.00035669,0.50871,0.51391,1,1
SCLC-N,GO G PROTEIN COUPLED GLUTAMATE RECEPTOR SIGNALING PATHWAY,0.00058654,0.46312,0.51212,1,1
SCLC-N,GO LOCOMOTORY EXPLORATION BEHAVIOR,0.0076503,0.3593,0.51113,1,1
SCLC-N,GO MODIFICATION OF SYNAPTIC STRUCTURE,0.00031055,0.58098,0.51074,1,1
SCLC-N,GO CELLULAR RESPONSE TO BRAIN DERIVED NEUROTROPHIC FACTOR STIMULUS,0.0039282,0.44716,0.50639,1,1
SCLC-N,GO SNORNA 3 END PROCESSING,0.0019312,0.40532,0.48902,1,1
SCLC-N,GO FORMATION OF CYTOPLASMIC TRANSLATION INITIATION COMPLEX,0.0138,0.60791,0.47238,1,1
SCLC-N,GO REGULATION OF MODIFICATION OF SYNAPTIC STRUCTURE,0.00044809,0.51975,0.46755,1,1
SCLC-N,GO VESICLE FUSION TO PLASMA MEMBRANE,0.0010786,0.40994,0.46557,1,1
SCLC-N,GO IMP METABOLIC PROCESS,0.0016396,0.45506,0.4645,1,1
SCLC-N,GO MODIFICATION OF POSTSYNAPTIC ACTIN CYTOSKELETON,0.0031154,0.52942,0.45939,1,1
SCLC-N,GO RIBOSOMAL LARGE SUBUNIT ASSEMBLY,0.0059338,0.52778,0.45842,1,1
SCLC-N,GO RESPONSE TO ELECTRICAL STIMULUS,0.00014528,0.45088,0.45091,1,1
SCLC-N,GO SIALYLATION,0.0055117,0.48618,0.45042,1,1
SCLC-N,GO RIBOSOMAL SMALL SUBUNIT ASSEMBLY,0.0094624,0.51722,0.4404,1,1
SCLC-N,GO COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE,0.022501,0.4846,0.43673,1,1
SCLC-N,GO NEGATIVE REGULATION OF LYASE ACTIVITY,0.00051298,0.42628,0.43504,1,1
SCLC-N,GO TRICARBOXYLIC ACID METABOLIC PROCESS,0.0016396,0.42826,0.43472,1,1
SCLC-N,GO NEUROMUSCULAR SYNAPTIC TRANSMISSION,0.0015733,0.39181,0.43283,1,1
SCLC-N,GO PEPTIDYL ARGININE N METHYLATION,0.00069995,0.40638,0.42768,1,1
SCLC-N,GO EXPLORATION BEHAVIOR,0.0045725,0.38512,0.42758,1,1
SCLC-N,GO SNORNA METABOLIC PROCESS,0.012053,0.42686,0.42547,1,1
SCLC-N,GO POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE,0.0025586,0.46456,0.42258,1,1
SCLC-N,GO FORMATION OF TRANSLATION PREINITIATION COMPLEX,0.0016396,0.42891,0.41905,1,1
SCLC-N,GO RIBOSOME ASSEMBLY,0.0051169,0.49309,0.41595,1,1
SCLC-N,GO MATURATION OF LSU RRNA,0.0026621,0.42724,0.41498,1,1
SCLC-N,GO RIBOSOMAL LARGE SUBUNIT BIOGENESIS,0.0059338,0.40844,0.41467,1,1
SCLC-N,GO POSITIVE REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY,0.0031154,0.4014,0.40308,1,1
SCLC-N,GO L GLUTAMATE TRANSMEMBRANE TRANSPORT,0.0019312,0.44867,0.39839,1,1
SCLC-N,GO CYTOPLASMIC TRANSLATION,0.0091361,0.45969,0.39628,1,1
SCLC-N,GO PROTEIN DNA COMPLEX DISASSEMBLY,0.01427,0.58703,0.39307,1,1
SCLC-N,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,0.027136,0.43788,0.38925,1,1
SCLC-N,GO POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR INTERNALIZATION,0.0027694,0.41304,0.38854,1,1
SCLC-N,GO MATURATION OF LSU RRNA FROM TRICISTRONIC RRNA TRANSCRIPT SSU RRNA 5 8S RRNA LSU RRNA,0.004403,0.3507,0.38823,1,1
SCLC-N,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS NONSENSE MEDIATED DECAY,0.021117,0.38782,0.38618,1,1
SCLC-N,GO DORSAL VENTRAL AXIS SPECIFICATION,0.0138,0.41706,0.38494,1,1
SCLC-N,GO RIBOSOMAL SMALL SUBUNIT BIOGENESIS,0.0031154,0.39869,0.3841,1,1
SCLC-N,GO CYTOPLASMIC TRANSLATIONAL INITIATION,0.0047478,0.44393,0.38214,1,1
SCLC-N,GO SYNAPTIC VESICLE PRIMING,0.0032392,0.31849,0.37895,1,1
SCLC-N,GO REPRODUCTIVE BEHAVIOR,0.00064092,0.34906,0.37872,1,1
SCLC-N,GO PARENTAL BEHAVIOR,0.0063849,0.43864,0.37214,1,1
SCLC-N,GO CGMP METABOLIC PROCESS,0.0071194,0.42498,0.37015,1,1
SCLC-N,GO MESENCHYMAL TO EPITHELIAL TRANSITION,0.0066217,0.46895,0.36929,1,1
SCLC-N,GO TELOMERASE RNA LOCALIZATION,0.0024588,0.38304,0.36441,1,1
SCLC-N,GO PURINE NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS,0.0079288,0.45754,0.35283,1,1
SCLC-N,GO MYOBLAST PROLIFERATION,0.0028806,0.39223,0.35033,1,1
SCLC-N,GO REGULATION OF LONG TERM NEURONAL SYNAPTIC PLASTICITY,0.0071194,0.32824,0.35013,1,1
SCLC-N,GO CHEMOSENSORY BEHAVIOR,0.0015095,0.3853,0.34963,1,1
SCLC-N,GO REGULATION OF CGMP MEDIATED SIGNALING,0.011648,0.40086,0.34795,1,1
SCLC-N,GO PROTEIN NITROSYLATION,0.0022699,0.33142,0.34666,1,1
SCLC-N,GO REGULATION OF TUBULIN DEACETYLATION,0.0059338,0.37596,0.34555,1,1
SCLC-N,GO MATURATION OF SSU RRNA,0.0037806,0.34825,0.3433,1,1
SCLC-N,GO NEURON REMODELING,0.0082164,0.26135,0.34268,1,1
SCLC-N,GO MUSCLE CELL CELLULAR HOMEOSTASIS,0.012053,0.50159,0.3419,1,1
SCLC-N,GO REGULATION OF PROTEIN LOCALIZATION TO CHROMOSOME TELOMERIC REGION,0.0047478,0.36223,0.34032,1,1
SCLC-N,GO L SERINE METABOLIC PROCESS,0.027136,0.35742,0.33857,1,1
SCLC-N,GO PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,0.01684,0.40502,0.33797,1,1
SCLC-N,GO REGULATION OF RNA BINDING,0.0024588,0.26344,0.33633,1,1
SCLC-N,GO TRANSLATIONAL INITIATION,0.011255,0.40981,0.33448,1,1
SCLC-N,GO L GLUTAMATE IMPORT,0.023222,0.5007,0.33418,1,1
SCLC-N,GO EMBRYONIC BRAIN DEVELOPMENT,0.0029959,0.33981,0.32444,1,1
SCLC-N,GO POSITIVE REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER,0.00066983,0.33356,0.32047,1,1
SCLC-N,GO ALANINE TRANSPORT,0.01427,0.30123,0.31982,1,1
SCLC-N,GO MITOCHONDRION DISTRIBUTION,0.00061317,0.24966,0.31791,1,1
SCLC-N,GO MATURATION OF SSU RRNA FROM TRICISTRONIC RRNA TRANSCRIPT SSU RRNA 5 8S RRNA LSU RRNA,0.0085133,0.32336,0.31703,1,1
SCLC-N,GO REGULATION OF CYTOPLASMIC TRANSLATION,0.0040811,0.37944,0.30495,1,1
SCLC-N,GO TUBULIN DEACETYLATION,0.0066217,0.34728,0.30236,1,1
SCLC-N,GO PROTEIN LOCALIZATION TO NUCLEAR BODY,0.005311,0.34675,0.30142,1,1
SCLC-N,GO RIBOSOME BIOGENESIS,0.0055117,0.29696,0.29512,1,1
SCLC-N,GO G PROTEIN COUPLED RECEPTOR INTERNALIZATION,0.0061556,0.37885,0.29322,1,1
SCLC-N,GO POSITIVE REGULATION OF SEQUESTERING OF CALCIUM ION,0.010146,0.29107,0.29156,1,1
SCLC-N,GO PEPTIDYL ARGININE METHYLATION,0.0021804,0.2394,0.29155,1,1
SCLC-N,GO CHONDROCYTE DIFFERENTIATION INVOLVED IN ENDOCHONDRAL BONE MORPHOGENESIS,0.023963,0.37064,0.28822,1,1
SCLC-N,GO NEGATIVE CHEMOTAXIS,0.016296,0.36832,0.28658,1,1
SCLC-N,GO POSITIVE REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS,0.0024588,0.29206,0.28544,1,1
SCLC-N,GO MITOCHONDRIAL RNA PROCESSING,0.01247,0.31975,0.28374,1,1
SCLC-N,GO CRISTAE FORMATION,0.0040811,0.29585,0.28298,1,1
SCLC-N,GO PEPTIDYL HISTIDINE MODIFICATION,0.0012247,0.28047,0.27661,1,1
SCLC-N,GO ASSOCIATIVE LEARNING,0.00037344,0.25888,0.2758,1,1
SCLC-N,GO POSITIVE REGULATION OF LYASE ACTIVITY,0.0047478,0.28394,0.27529,1,1
SCLC-N,GO MRNA MODIFICATION,0.0020943,0.28289,0.27451,1,1
SCLC-N,GO INNER MITOCHONDRIAL MEMBRANE ORGANIZATION,0.0029959,0.2152,0.27323,1,1
SCLC-N,GO RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS,0.015767,0.26694,0.27224,1,1
SCLC-N,GO IRON COORDINATION ENTITY TRANSPORT,0.0055117,0.28374,0.27221,1,1
SCLC-N,GO PHASIC SMOOTH MUSCLE CONTRACTION,0.0174,0.32594,0.27093,1,1
SCLC-N,GO REGULATION OF LYASE ACTIVITY,0.00073133,0.28311,0.27031,1,1
SCLC-N,GO HISTONE ARGININE METHYLATION,0.0049293,0.25979,0.26979,1,1
SCLC-N,GO MITOCHONDRIAL PROTEIN PROCESSING,0.0068665,0.26463,0.26924,1,1
SCLC-N,GO MITOCHONDRIAL TRANSCRIPTION,0.021117,0.2847,0.26766,1,1
SCLC-N,GO MRNA METHYLATION,0.0017799,0.29978,0.26495,1,1
SCLC-N,GO CELLULAR MODIFIED AMINO ACID CATABOLIC PROCESS,0.010146,0.18775,0.26449,1,1
SCLC-N,GO RRNA METABOLIC PROCESS,0.0066217,0.27437,0.2642,1,1
SCLC-N,GO MITOCHONDRIAL TRNA PROCESSING,0.023963,0.31316,0.2635,1,1
SCLC-N,GO PROTEIN TARGETING TO MEMBRANE,0.01427,0.28761,0.26157,1,1
SCLC-N,GO RIBONUCLEOPROTEIN COMPLEX BIOGENESIS,0.0045725,0.27215,0.26053,1,1
SCLC-N,GO MITOCHONDRION LOCALIZATION,0.00061317,0.26434,0.25731,1,1
SCLC-N,GO POSITIVE REGULATION OF LONG TERM SYNAPTIC POTENTIATION,0.0082164,0.27497,0.25589,1,1
SCLC-N,GO POSITIVE REGULATION OF CYCLASE ACTIVITY,0.0068665,0.30555,0.25517,1,1
SCLC-N,GO REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMOSOME,0.010146,0.27028,0.25506,1,1
SCLC-N,GO REGULATION OF CYCLASE ACTIVITY,0.0011741,0.24685,0.25362,1,1
SCLC-N,GO REGULATION OF RYANODINE SENSITIVE CALCIUM RELEASE CHANNEL ACTIVITY,0.0061556,0.34895,0.25231,1,1
SCLC-N,GO POSITIVE REGULATION OF MRNA 3 END PROCESSING,0.001448,0.29182,0.25033,1,1
SCLC-N,GO ADAPTATION OF SIGNALING PATHWAY,0.011648,0.37985,0.24894,1,1
SCLC-N,GO CYTOPLASMIC SEQUESTERING OF PROTEIN,0.0031154,0.26887,0.24761,1,1
SCLC-N,GO TRNA WOBBLE BASE MODIFICATION,0.0097991,0.27621,0.24661,1,1
SCLC-N,GO TRNA MODIFICATION,0.0031154,0.22093,0.24635,1,1
SCLC-N,GO PROTEIN LOCALIZATION TO NUCLEOLUS,0.019808,0.24514,0.24215,1,1
SCLC-N,GO DNA DEALKYLATION INVOLVED IN DNA REPAIR,0.023963,0.26134,0.24122,1,1
SCLC-N,GO PROTEIN IMPORT INTO MITOCHONDRIAL MATRIX,0.014755,0.23906,0.24111,1,1
SCLC-N,GO PROTEIN LOCALIZATION TO NUCLEOPLASM,0.010505,0.28156,0.24041,1,1
SCLC-N,GO TRANSLATIONAL ELONGATION,0.0063849,0.2652,0.24012,1,1
SCLC-N,GO REGULATION OF PROTEIN KINASE A SIGNALING,0.0010336,0.22171,0.23884,1,1
SCLC-N,GO CYTOPLASMIC SEQUESTERING OF TRANSCRIPTION FACTOR,0.0055117,0.2934,0.23823,1,1
SCLC-N,GO RRNA TRANSCRIPTION,0.0071194,0.24934,0.23756,1,1
SCLC-N,GO NEGATIVE REGULATION OF ATPASE ACTIVITY,0.01427,0.23448,0.23742,1,1
SCLC-N,GO REGULATION OF CALCIUM ION DEPENDENT EXOCYTOSIS,0.027983,0.1799,0.23715,1,1
SCLC-N,GO RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION,0.0037806,0.26767,0.2363,1,1
SCLC-N,GO CYCLIC NUCLEOTIDE METABOLIC PROCESS,0.0055117,0.23644,0.23546,1,1
SCLC-N,GO NUCLEOLAR LARGE RRNA TRANSCRIPTION BY RNA POLYMERASE I,0.005311,0.21927,0.23431,1,1
SCLC-N,GO TELOMERIC LOOP DISASSEMBLY,0.0073805,0.27123,0.23323,1,1
SCLC-N,GO CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS,0.023222,0.23193,0.22239,1,1
SCLC-N,GO MITOCHONDRIAL CALCIUM ION TRANSMEMBRANE TRANSPORT,0.005311,0.29496,0.22146,1,1
SCLC-N,GO FEAR RESPONSE,0.024724,0.32562,0.22046,1,1
SCLC-N,GO MITOCHONDRIAL TRANSLATIONAL TERMINATION,0.021799,0.26192,0.22008,1,1
SCLC-N,GO TRNA WOBBLE URIDINE MODIFICATION,0.023222,0.28604,0.21892,1,1
SCLC-N,GO HISTONE H3 K9 DEMETHYLATION,0.023963,0.24957,0.21691,1,1
SCLC-N,GO POSITIVE REGULATION OF ARP2 3 COMPLEX MEDIATED ACTIN NUCLEATION,0.021799,0.28902,0.21549,1,1
SCLC-N,GO AEROBIC ELECTRON TRANSPORT CHAIN,0.027983,0.2709,0.21396,1,1
SCLC-N,GO POSITIVE REGULATION OF MRNA PROCESSING,0.00056099,0.21958,0.20918,1,1
SCLC-N,GO POSITIVE REGULATION OF DNA TEMPLATED TRANSCRIPTION ELONGATION,0.0012773,0.23363,0.20707,1,1
SCLC-N,GO SPLICEOSOMAL SNRNP ASSEMBLY,0.0055117,0.22842,0.20377,1,1
SCLC-N,GO RNA SURVEILLANCE,0.01247,0.24609,0.20218,1,1
SCLC-N,GO NEUROMUSCULAR PROCESS CONTROLLING BALANCE,0.0076503,0.19405,0.19935,1,1
SCLC-N,GO REGULATION OF DIGESTIVE SYSTEM PROCESS,0.0059338,0.26767,0.19899,1,1
SCLC-N,GO POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I,0.027983,0.23614,0.1972,1,1
SCLC-N,GO POSITIVE REGULATION OF MRNA SPLICING VIA SPLICEOSOME,0.0066217,0.17302,0.1916,1,1
SCLC-N,GO TRNA PROCESSING,0.0085133,0.16095,0.19158,1,1
SCLC-N,GO NEUROMUSCULAR PROCESS,0.0088198,0.1711,0.1889,1,1
SCLC-N,GO EXCRETION,0.0073805,0.20509,0.18363,1,1
SCLC-N,GO REGULATION OF TRANSLATIONAL ELONGATION,0.0094624,0.20737,0.18132,1,1
SCLC-N,GO DRUG CATABOLIC PROCESS,0.023963,0.17579,0.1798,1,1
SCLC-N,GO PROTEIN LOCALIZATION TO CHROMOSOME TELOMERIC REGION,0.015254,0.2063,0.17977,1,1
SCLC-N,GO FORMATION OF EXTRACHROMOSOMAL CIRCULAR DNA,0.022501,0.25629,0.1792,1,1
SCLC-N,GO NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE,0.0042393,0.19829,0.17733,1,1
SCLC-N,GO NEGATIVE REGULATION OF DNA BIOSYNTHETIC PROCESS,0.012053,0.21109,0.17653,1,1
SCLC-N,GO NUCLEUS LOCALIZATION,0.021799,0.16772,0.17356,1,1
SCLC-N,GO REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER,0.0027694,0.19595,0.17048,1,1
SCLC-N,GO TRANSCRIPTION INITIATION FROM RNA POLYMERASE I PROMOTER,0.01684,0.13622,0.16806,1,1
SCLC-N,GO TRANSCRIPTION ELONGATION FROM RNA POLYMERASE I PROMOTER,0.015254,0.20465,0.16675,1,1
SCLC-N,GO AEROBIC RESPIRATION,0.021799,0.21212,0.16595,1,1
SCLC-N,GO REGULATION OF REGULATED SECRETORY PATHWAY,0.0068665,0.12033,0.16342,1,1
SCLC-N,GO RNA POLYADENYLATION,0.0051169,0.19606,0.16207,1,1
SCLC-N,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO MEMBRANE,0.015767,0.17668,0.15649,1,1
SCLC-N,GO REPLICATION FORK PROCESSING,0.020453,0.14309,0.14927,1,1
SCLC-N,GO REGULATION OF TELOMERE MAINTENANCE,0.01918,0.17976,0.14459,1,1
SCLC-N,GO REGULATION OF DNA TEMPLATED TRANSCRIPTION ELONGATION,0.0082164,0.15663,0.1406,1,1
SCLC-N,GO REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER,0.0097991,0.15235,0.13539,1,1
SCLC-N,GO NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING,0.01247,0.14328,0.13299,1,1
SCLC-N,GO TRANSCRIPTION PREINITIATION COMPLEX ASSEMBLY,0.022501,0.1712,0.12865,1,1
SCLC-N,GO HISTONE MRNA METABOLIC PROCESS,0.024724,0.16823,0.12831,1,1
SCLC-N,GO RNA PROCESSING,0.0071194,0.092217,0.12808,1,1
SCLC-N,GO REGULATION OF MRNA POLYADENYLATION,0.015254,0.13798,0.12308,1,1
