archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO POSITIVE REGULATION OF AMINE TRANSPORT,0.00031055,-0.57547,-0.59887,1,0
1,GO MEGAKARYOCYTE DEVELOPMENT,0.0012773,-0.57612,-0.52305,1,0
1,GO REGULATION OF CIRCADIAN SLEEP WAKE CYCLE SLEEP,0.00049043,-0.58147,-0.55325,1,0
1,GO TERPENOID BIOSYNTHETIC PROCESS,0.005311,-0.58186,-0.46293,1,0
1,GO REGULATION OF CLATHRIN DEPENDENT ENDOCYTOSIS,0.00010305,-0.58194,-0.54739,1,0
1,GO NEUROTRANSMITTER BIOSYNTHETIC PROCESS,0.00044809,-0.58431,-0.50457,1,0
1,GO CALCIUM INDEPENDENT CELL CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES,0.0073805,-0.58476,-0.50221,1,0
1,GO POSITIVE REGULATION OF MEIOTIC CELL CYCLE,6.5613e-05,-0.58841,-0.57659,1,0
1,GO MAINTENANCE OF GASTROINTESTINAL EPITHELIUM,0.00037344,-0.58976,-0.544,1,0
1,GO REGULATION OF DENDRITIC SPINE MORPHOGENESIS,0.00018491,-0.59072,-0.54774,1,0
1,GO SYNAPTIC VESICLE LOCALIZATION,0.00027004,-0.59086,-0.58167,1,0
1,GO PRESYNAPTIC MEMBRANE ORGANIZATION,0.005311,-0.59315,-0.60016,1,0
1,GO SIALYLATION,0.00032527,-0.59669,-0.58086,1,0
1,GO DENDRITIC TRANSPORT,0.001448,-0.59723,-0.48739,1,0
1,GO LIMB BUD FORMATION,0.0051169,-0.59759,-0.63657,1,0
1,GO CEREBELLAR GRANULAR LAYER DEVELOPMENT,0.00083347,-0.59966,-0.69087,1,0
1,GO REGULATION OF HEART RATE BY CARDIAC CONDUCTION,0.00016797,-0.59983,-0.55048,1,0
1,GO DOPAMINE BIOSYNTHETIC PROCESS,0.0029959,-0.60055,-0.68821,1,0
1,GO NEGATIVE REGULATION OF PEPTIDE HORMONE SECRETION,3.9213e-05,-0.60081,-0.60805,1,0
1,GO REGULATION OF CIRCADIAN SLEEP WAKE CYCLE,0.00037344,-0.60205,-0.52052,1,0
1,GO POTASSIUM ION EXPORT ACROSS PLASMA MEMBRANE,0.00061317,-0.60305,-0.63017,1,0
1,GO NETRIN ACTIVATED SIGNALING PATHWAY,0.00056099,-0.60373,-0.59187,1,0
1,GO GANGLIOSIDE BIOSYNTHETIC PROCESS,0.00023453,-0.60546,-0.581,1,0
1,GO REGULATION OF GLUTAMATE SECRETION,0.00031055,-0.60624,-0.60127,1,0
1,GO SEROTONIN TRANSPORT,0.00010305,-0.60949,-0.69082,1,0
1,GO NOREPINEPHRINE METABOLIC PROCESS,0.0015733,-0.61318,-0.53227,1,0
1,GO TRANSMISSION OF NERVE IMPULSE,8.8765e-05,-0.61334,-0.56595,1,0
1,GO BUNDLE OF HIS CELL TO PURKINJE MYOCYTE COMMUNICATION,0.0012247,-0.61374,-0.64623,1,0
1,GO LEUKOTRIENE BIOSYNTHETIC PROCESS,0.0027694,-0.61771,-0.49814,1,0
1,GO CATECHOLAMINE METABOLIC PROCESS,0.00018491,-0.61916,-0.54343,1,0
1,GO GRANULOCYTE MACROPHAGE COLONY STIMULATING FACTOR PRODUCTION,0.00087036,-0.6221,-0.49782,1,0
1,GO CARDIAC VENTRICLE FORMATION,0.017977,-0.62408,-0.65031,1,0
1,GO RAB PROTEIN SIGNAL TRANSDUCTION,0.0002237,-0.62473,-0.57527,1,0
1,GO DETECTION OF TEMPERATURE STIMULUS INVOLVED IN SENSORY PERCEPTION,0.00016006,-0.62763,-0.67387,1,0
1,GO NEGATIVE REGULATION OF AMINO ACID TRANSPORT,0.0027694,-0.62824,-0.58196,1,0
1,GO ESTABLISHMENT OF MITOCHONDRION LOCALIZATION,0.00017625,-0.62825,-0.59519,1,0
1,GO REGULATION OF POSTSYNAPTIC DENSITY ORGANIZATION,0.0011254,-0.62999,-0.64732,1,0
1,GO REGULATION OF NEUROTRANSMITTER LEVELS,8.0303e-05,-0.63111,-0.60274,1,0
1,GO CARDIOBLAST PROLIFERATION,0.0037806,-0.63335,-0.62286,1,0
1,GO SYNAPSE ASSEMBLY,8.0303e-05,-0.63357,-0.55411,1,0
1,GO RECEPTOR LOCALIZATION TO SYNAPSE,0.00069995,-0.63836,-0.51099,1,0
1,GO REGULATION OF POSTSYNAPTIC SPECIALIZATION ASSEMBLY,0.0138,-0.63928,-0.60716,1,0
1,GO NEURON MATURATION,0.00010828,-0.64042,-0.57467,1,0
1,GO ADULT BEHAVIOR,4.3513e-05,-0.64355,-0.6275,1,0
1,GO INTRASPECIES INTERACTION BETWEEN ORGANISMS,5.9259e-05,-0.64422,-0.6114,1,0
1,GO GLYCOSPHINGOLIPID BIOSYNTHETIC PROCESS,6.5613e-05,-0.64456,-0.62483,1,0
1,GO REGULATION OF LONG TERM NEURONAL SYNAPTIC PLASTICITY,0.00025768,-0.64721,-0.57883,1,0
1,GO REGULATION OF KILLING OF CELLS OF OTHER ORGANISM,0.00076401,-0.64741,-0.54979,1,0
1,GO DETECTION OF TEMPERATURE STIMULUS,9.3306e-05,-0.65004,-0.71779,1,0
1,GO REFLEX,7.6363e-05,-0.65008,-0.71127,1,0
1,GO DETECTION OF MECHANICAL STIMULUS INVOLVED IN SENSORY PERCEPTION,0.00019396,-0.65392,-0.58935,1,0
1,GO STABILIZATION OF MEMBRANE POTENTIAL,0.00058654,-0.6549,-0.63634,1,0
1,GO FOREBRAIN NEURON DIFFERENTIATION,0.0020112,-0.65594,-0.52375,1,0
1,GO NEGATIVE REGULATION OF NEUROTRANSMITTER TRANSPORT,0.0012773,-0.65997,-0.7126,1,0
1,GO REGULATION OF NEUROTRANSMITTER TRANSPORT,8.0303e-05,-0.66118,-0.64421,1,0
1,GO STARTLE RESPONSE,0.00056099,-0.66184,-0.57867,1,0
1,GO NEURAL NUCLEUS DEVELOPMENT,5.9259e-05,-0.66537,-0.63303,1,0
1,GO NEUROTRANSMITTER TRANSPORT,8.8765e-05,-0.66569,-0.65447,1,0
1,GO SYNAPTIC MEMBRANE ADHESION,0.0010336,-0.66842,-0.61095,1,0
1,GO VESICLE MEDIATED TRANSPORT IN SYNAPSE,7.6363e-05,-0.67067,-0.64288,1,0
1,GO RESPONSE TO HISTAMINE,0.00079804,-0.67297,-0.66773,1,0
1,GO SEGMENT SPECIFICATION,8.0303e-05,-0.67797,-0.73136,1,0
1,GO SOMITE ROSTRAL CAUDAL AXIS SPECIFICATION,8.0303e-05,-0.67872,-0.64095,1,0
1,GO PRESYNAPTIC MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION,0.0024588,-0.68866,-0.70185,1,0
1,GO POSITIVE REGULATION OF HEAT GENERATION,0.023222,-0.69198,-0.44614,1,0
1,GO EPITHELIAL CELL MATURATION,0.00049043,-0.6922,-0.65096,1,0
1,GO SA NODE CELL TO ATRIAL CARDIAC MUSCLE CELL COMMUNICATION,0.0001525,-0.69518,-0.67133,1,0
1,GO PHOTORECEPTOR CELL OUTER SEGMENT ORGANIZATION,0.00027004,-0.69944,-0.68347,1,0
1,GO MEMBRANE DEPOLARIZATION DURING ACTION POTENTIAL,7.2607e-05,-0.70343,-0.6773,1,0
1,GO OTIC VESICLE DEVELOPMENT,0.00040918,-0.70969,-0.66878,1,0
1,GO POSITIVE REGULATION OF GRANULOCYTE MACROPHAGE COLONY STIMULATING FACTOR PRODUCTION,0.00094871,-0.71225,-0.56551,1,0
1,GO IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY,0.00013179,-0.71571,-0.68653,1,0
1,GO POSITIVE REGULATION OF G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY,0.00011376,-0.71578,-0.69031,1,0
1,GO G PROTEIN COUPLED GLUTAMATE RECEPTOR SIGNALING PATHWAY,0.00042822,-0.71603,-0.71355,1,0
1,GO CEREBELLAR CORTEX FORMATION,7.6363e-05,-0.71858,-0.65513,1,0
1,GO RETINA MORPHOGENESIS IN CAMERA TYPE EYE,5.3491e-05,-0.7218,-0.68096,1,0
1,GO REGULATION OF LONG TERM SYNAPTIC DEPRESSION,0.00028296,-0.72236,-0.89504,1,0
1,GO DETECTION OF STIMULUS INVOLVED IN SENSORY PERCEPTION OF PAIN,8.4434e-05,-0.72987,-0.75209,1,0
1,GO SPINAL CORD PATTERNING,0.00011376,-0.73553,-0.75084,1,0
1,GO REGULATION OF RAC PROTEIN SIGNAL TRANSDUCTION,6.2359e-05,-0.73871,-0.7021,1,0
1,GO SENSORY PERCEPTION OF TEMPERATURE STIMULUS,6.5613e-05,-0.74074,-0.72567,1,0
1,GO NEUROTRANSMITTER SECRETION,0.00010828,-0.74358,-0.71384,1,0
1,GO POSITIVE REGULATION OF CIRCADIAN RHYTHM,0.0001525,-0.74679,-0.71503,1,0
1,GO POSITIVE REGULATION OF CATECHOLAMINE SECRETION,0.0002237,-0.74763,-0.80145,1,0
1,GO NEUROEPITHELIAL CELL DIFFERENTIATION,9.3306e-05,-0.74808,-0.69347,1,0
1,GO REGULATION OF SYNAPSE MATURATION,0.00024585,-0.75036,-0.77169,1,0
1,GO PRIMARY AMINO COMPOUND METABOLIC PROCESS,0.00010305,-0.75076,-0.74458,1,0
1,GO REGULATION OF SKELETAL MUSCLE ADAPTATION,0.001448,-0.75335,-0.59873,1,0
1,GO AXONAL FASCICULATION,8.8765e-05,-0.75362,-0.73817,1,0
1,GO LUNG CELL DIFFERENTIATION,0.00073133,-0.75378,-0.66983,1,0
1,GO AMINE TRANSPORT,0.00011949,-0.75537,-0.68494,1,0
1,GO SPINAL CORD ASSOCIATION NEURON DIFFERENTIATION,0.00021334,-0.76134,-0.72844,1,0
1,GO POSITIVE REGULATION OF NEUROTRANSMITTER SECRETION,0.00016006,-0.76635,-0.77939,1,0
1,GO REGULATION OF CALCIUM ION DEPENDENT EXOCYTOSIS,0.00034064,-0.76868,-0.64549,1,0
1,GO REGULATION OF TUBULIN DEACETYLATION,0.00076401,-0.76885,-0.70487,1,0
1,GO POSITIVE REGULATION OF NEUROTRANSMITTER TRANSPORT,0.00020344,-0.7706,-0.73359,1,0
1,GO RESPONSE TO LEUCINE,0.00027004,-0.77866,-0.65801,1,0
1,GO REGULATION OF ORGANELLE TRANSPORT ALONG MICROTUBULE,0.01427,-0.78192,-0.56698,1,0
1,GO RESPONSE TO LITHIUM ION,0.00039093,-0.78599,-0.71527,1,0
1,GO OTIC VESICLE MORPHOGENESIS,0.00042822,-0.78952,-0.80457,1,0
1,GO RESPONSE TO L GLUTAMATE,8.4434e-05,-0.79154,-0.78402,1,0
1,GO SYNAPTIC VESICLE DOCKING,0.00037344,-0.79238,-0.82721,1,0
1,GO POSTSYNAPTIC SPECIALIZATION ORGANIZATION,0.0011254,-0.79338,-0.68082,1,0
1,GO DORSAL SPINAL CORD DEVELOPMENT,0.00020344,-0.79369,-0.72179,1,0
1,GO CATECHOLAMINE BIOSYNTHETIC PROCESS,0.00029645,-0.79738,-0.84173,1,0
1,GO INNERVATION,0.00013179,-0.80773,-0.79431,1,0
1,GO SECRETORY GRANULE LOCALIZATION,0.00051298,-0.80838,-0.89982,1,0
1,GO REGULATION OF NEURON MATURATION,4.5827e-05,-0.81653,-0.82554,1,0
1,GO REGULATION OF DEVELOPMENT HETEROCHRONIC,0.0019312,-0.81868,-0.65319,1,0
1,GO THALAMUS DEVELOPMENT,4.3513e-05,-0.81996,-0.83047,1,0
1,GO SYNAPTIC VESICLE EXOCYTOSIS,8.8765e-05,-0.8204,-0.76525,1,0
1,GO RESPONSE TO AUDITORY STIMULUS,5.9259e-05,-0.82797,-0.84058,1,0
1,GO CEREBELLAR PURKINJE CELL LAYER MORPHOGENESIS,8.8765e-05,-0.82862,-0.78463,1,0
1,GO ADENOHYPOPHYSIS DEVELOPMENT,0.0013321,-0.83013,-0.69978,1,0
1,GO GASTRO INTESTINAL SYSTEM SMOOTH MUSCLE CONTRACTION,0.0068665,-0.83583,-0.6423,1,0
1,GO PERIPHERAL NERVOUS SYSTEM NEURON DIFFERENTIATION,0.00037344,-0.84217,-0.82609,1,0
1,GO NERVOUS SYSTEM PROCESS INVOLVED IN REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE,6.9026e-05,-0.84262,-0.89701,1,0
1,GO DENTATE GYRUS DEVELOPMENT,7.6363e-05,-0.84465,-0.84715,1,0
1,GO CALCIUM ION REGULATED EXOCYTOSIS,0.00016797,-0.84608,-0.73985,1,0
1,GO MONOAMINE TRANSPORT,9.8065e-05,-0.84952,-0.74819,1,0
1,GO REGULATION OF PRESYNAPTIC CYTOSOLIC CALCIUM ION CONCENTRATION,0.00010305,-0.84987,-0.87368,1,0
1,GO REGULATION OF SYNAPTIC VESICLE CYCLE,9.3306e-05,-0.85032,-0.77044,1,0
1,GO PYRAMIDAL NEURON DIFFERENTIATION,0.0039282,-0.85231,-0.76833,1,0
1,GO REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS,7.2607e-05,-0.85565,-0.84888,1,0
1,GO BEHAVIORAL RESPONSE TO COCAINE,0.00013838,-0.86535,-0.89245,1,0
1,GO REGULATION OF BILE ACID METABOLIC PROCESS,9.8065e-05,-0.86883,-0.78513,1,0
1,GO SYNAPSE MATURATION,0.00010305,-0.87278,-0.93355,1,0
1,GO NEURONAL ACTION POTENTIAL,5.0811e-05,-0.87401,-0.85637,1,0
1,GO CEREBELLAR PURKINJE CELL LAYER DEVELOPMENT,5.6305e-05,-0.8756,-0.81879,1,0
1,GO REGULATION OF GROWTH HORMONE SECRETION,0.00034064,-0.87754,-0.78264,1,0
1,GO REGULATION OF POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR ACTIVITY,0.00044809,-0.87879,-0.91807,1,0
1,GO SEROTONIN SECRETION,3.9213e-05,-0.89656,-0.88251,1,0
1,GO SYNAPTIC VESICLE PRIMING,0.00016797,-0.90627,-0.88276,1,0
1,GO DETECTION OF MECHANICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF PAIN,0.00014528,-0.90995,-0.89664,1,0
1,GO NEURON FATE COMMITMENT,0.00023453,-0.91162,-0.83647,1,0
1,GO BRANCHING MORPHOGENESIS OF A NERVE,0.0021804,-0.91207,-0.78131,1,0
1,GO MAINTENANCE OF SYNAPSE STRUCTURE,0.00010305,-0.91329,-0.85003,1,0
1,GO ENDOSOME TO PLASMA MEMBRANE PROTEIN TRANSPORT,0.00016006,-0.9143,-0.8547,1,0
1,GO SYNAPTIC VESICLE MATURATION,0.00083347,-0.91513,-0.8767,1,0
1,GO SPONTANEOUS SYNAPTIC TRANSMISSION,0.00042822,-0.9277,-0.8092,1,0
1,GO SEROTONIN METABOLIC PROCESS,5.0811e-05,-0.9309,-0.89029,1,0
1,GO EPITHELIAL CELL FATE COMMITMENT,6.2359e-05,-0.93646,-1.0244,1,0
1,GO PREPULSE INHIBITION,0.00017625,-0.93795,-0.87836,1,0
1,GO OLFACTORY BULB INTERNEURON DIFFERENTIATION,0.0174,-0.94503,-0.69428,1,0
1,GO RETINAL GANGLION CELL AXON GUIDANCE,0.00018491,-0.95333,-0.94525,1,0
1,GO RETINA LAYER FORMATION,5.0811e-05,-0.95687,-0.98534,1,0
1,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO POSTSYNAPTIC MEMBRANE,5.9259e-05,-0.96834,-0.96154,1,0
1,GO POSTSYNAPTIC MEMBRANE ASSEMBLY,0.00064092,-0.97119,-0.94471,1,0
1,GO NEGATIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL,0.00017625,-0.9712,-0.88215,1,0
1,GO VESICLE FUSION TO PLASMA MEMBRANE,0.0002237,-0.98615,-0.90857,1,0
1,GO NEURONAL ION CHANNEL CLUSTERING,0.0033675,-1.0008,-0.81549,1,0
1,GO DOPAMINE TRANSPORT,0.00014528,-1.0052,-0.86136,1,0
1,GO DENDRITE EXTENSION,4.3513e-05,-1.0059,-0.95525,1,0
1,GO REGULATION OF DENDRITE EXTENSION,7.6363e-05,-1.0124,-1.0023,1,0
1,GO CATECHOLAMINE SECRETION,0.00014528,-1.0126,-0.8792,1,0
1,GO VENTRAL SPINAL CORD INTERNEURON DIFFERENTIATION,0.0002237,-1.0231,-0.91991,1,0
1,GO GLIAL CELL FATE COMMITMENT,0.0015095,-1.0438,-0.78809,1,0
1,GO INHIBITORY SYNAPSE ASSEMBLY,4.3513e-05,-1.0573,-1.0325,1,0
1,GO REGULATION OF GAMMA DELTA T CELL ACTIVATION,0.00014528,-1.0954,-0.9713,1,0
1,GO SYMPATHETIC NERVOUS SYSTEM DEVELOPMENT,4.3513e-05,-1.0984,-1.0054,1,0
1,GO GANGLION DEVELOPMENT,0.00010305,-1.1086,-1.0154,1,0
1,GO GAMMA DELTA T CELL DIFFERENTIATION,0.00011376,-1.1165,-1.0735,1,0
1,GO POSITIVE REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS,9.3306e-05,-1.1244,-1.1559,1,0
1,GO CELLULAR RESPONSE TO BRAIN DERIVED NEUROTROPHIC FACTOR STIMULUS,4.3513e-05,-1.1341,-1.1313,1,0
1,GO GABAERGIC NEURON DIFFERENTIATION,0.0010336,-1.1413,-0.94906,1,0
1,GO POSITIVE REGULATION OF CALCIUM ION DEPENDENT EXOCYTOSIS,0.00019396,-1.1475,-1.0915,1,0
1,GO NEGATIVE REGULATION OF AMINE TRANSPORT,0.00028296,-1.1482,-0.91484,1,0
1,GO PROTEIN LOCALIZATION TO AXON,0.00014528,-1.1518,-1.193,1,0
1,GO CEREBRAL CORTEX NEURON DIFFERENTIATION,0.00051298,-1.1529,-0.87575,1,0
1,GO VOCALIZATION BEHAVIOR,0.00018491,-1.1692,-0.99762,1,0
1,GO MECHANOSENSORY BEHAVIOR,6.5613e-05,-1.2056,-1.2342,1,0
1,GO REGULATION OF DOPAMINE SECRETION,0.00014528,-1.2182,-1.0719,1,0
1,GO SYNAPTIC VESICLE CLUSTERING,9.3306e-05,-1.2415,-1.1234,1,0
1,GO CALCIUM ION REGULATED EXOCYTOSIS OF NEUROTRANSMITTER,0.00011949,-1.2478,-1.1426,1,0
1,GO DENSE CORE GRANULE TRANSPORT,0.00020344,-1.2538,-1.3333,1,0
1,GO FOREBRAIN NEURON FATE COMMITMENT,0.0019312,-1.274,-1.054,1,0
1,GO REGULATION OF SHORT TERM NEURONAL SYNAPTIC PLASTICITY,9.3306e-05,-1.2897,-1.1659,1,0
1,GO NOSE DEVELOPMENT,0.0001525,-1.3362,-1.0554,1,0
1,GO NEURON CELL CELL ADHESION,0.00013838,-1.3467,-1.1506,1,0
1,GO NEURON FATE SPECIFICATION,5.9259e-05,-1.4613,-1.2284,1,0
1,GO NEGATIVE REGULATION OF CATECHOLAMINE SECRETION,0.00011949,-1.5793,-1.4145,1,0
1,GO CEREBRAL CORTEX GABAERGIC INTERNEURON DIFFERENTIATION,0.00023453,-1.8031,-1.4999,1,0
1,GO REGULATION OF SYNAPTIC VESICLE FUSION TO PRESYNAPTIC ACTIVE ZONE MEMBRANE,0.00010828,-1.8113,-1.7625,1,0
1,GO NAD BIOSYNTHESIS VIA NICOTINAMIDE RIBOSIDE SALVAGE PATHWAY,0.037792,0.94156,0.64578,0,1
1,GO SNRNA PROCESSING,0.032572,0.90475,0.74226,0,1
1,GO SEQUESTERING OF EXTRACELLULAR LIGAND FROM RECEPTOR,0.042464,0.86615,0.78741,0,1
1,GO MYELOID DENDRITIC CELL DIFFERENTIATION,0.043706,0.72735,0.60679,0,1
1,GO MYELOID DENDRITIC CELL ACTIVATION,0.09779,0.63402,0.46656,0,1
1,GO POSITIVE REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL,0.13699,0.62155,0.41158,0,1
1,GO PHOSPHOLIPID EFFLUX,0.15361,0.58803,0.33573,0,1
1,GO NEGATIVE REGULATION OF DNA DAMAGE RESPONSE SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,0.047616,0.58281,0.41434,0,1
1,GO NEGATIVE REGULATION OF PROTEIN SUMOYLATION,0.062834,0.56168,0.36654,0,1
1,GO REGULATION OF CYSTEINE TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY,0.041252,0.55697,0.38934,0,1
1,GO RESPONSE TO MUSCLE STRETCH,0.12771,0.53959,0.2887,0,1
1,GO EPITHELIAL TO MESENCHYMAL TRANSITION INVOLVED IN ENDOCARDIAL CUSHION FORMATION,0.056323,0.53487,0.45558,0,1
1,GO MYD88 DEPENDENT TOLL LIKE RECEPTOR SIGNALING PATHWAY,0.041252,0.5095,0.30017,0,1
1,GO POSITIVE REGULATION OF VESICLE FUSION,0.031606,0.49295,0.44887,0,1
1,GO SMOOTH MUSCLE CELL MIGRATION,0.04007,0.48994,0.31574,0,1
1,GO POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS,0.030665,0.48415,0.37803,0,1
1,GO REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL,0.19971,0.48373,0.248,0,1
1,GO POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE,0.059504,0.47232,0.29287,0,1
1,GO NEGATIVE REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,0.042464,0.46935,0.48679,0,1
1,GO POSITIVE REGULATION OF GONAD DEVELOPMENT,0.095374,0.46901,0.31052,0,1
1,GO NEGATIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT,0.07572,0.46727,0.30197,0,1
1,GO CD4 POSITIVE ALPHA BETA T CELL PROLIFERATION,0.04007,0.46399,0.32666,0,1
1,GO POST EMBRYONIC ANIMAL ORGAN DEVELOPMENT,0.09779,0.44775,0.29865,0,1
1,GO INTERLEUKIN 7 MEDIATED SIGNALING PATHWAY,0.1794,0.44191,0.19976,0,1
1,GO REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO OXIDATIVE STRESS,0.030665,0.43014,0.37587,0,1
1,GO POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION,0.034581,0.42598,0.36868,0,1
1,GO POSITIVE REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,0.064555,0.42477,0.30199,0,1
1,GO PROTEIN LOCALIZATION TO NUCLEAR BODY,0.034581,0.42145,0.29826,0,1
1,GO PROTEIN LOCALIZATION TO NUCLEOPLASM,0.042464,0.42086,0.28328,0,1
1,GO NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS,0.079775,0.42081,0.30381,0,1
1,GO DETECTION OF OTHER ORGANISM,0.030665,0.42063,0.39504,0,1
1,GO POSITIVE REGULATION OF EPIDERMAL GROWTH FACTOR ACTIVATED RECEPTOR ACTIVITY,0.09779,0.41883,0.57541,0,1
1,GO AMP METABOLIC PROCESS,0.038917,0.41548,0.44859,0,1
1,GO PURINE NUCLEOBASE BIOSYNTHETIC PROCESS,0.051817,0.41249,0.29197,0,1
1,GO DETECTION OF MOLECULE OF BACTERIAL ORIGIN,0.033564,0.40891,0.36812,0,1
1,GO MACROPHAGE ACTIVATION INVOLVED IN IMMUNE RESPONSE,0.11061,0.40507,0.29385,0,1
1,GO NEGATIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,0.066316,0.39812,0.27626,0,1
1,GO G PROTEIN COUPLED PURINERGIC RECEPTOR SIGNALING PATHWAY,0.10533,0.39157,0.22717,0,1
1,GO NLRP3 INFLAMMASOME COMPLEX ASSEMBLY,0.06115,0.38557,0.35436,0,1
1,GO POSITIVE REGULATION OF P38MAPK CASCADE,0.069955,0.38447,0.26974,0,1
1,GO REGULATION OF EXOSOMAL SECRETION,0.034581,0.38439,0.24767,0,1
1,GO NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR ACTIVATED RECEPTOR ACTIVITY,0.059504,0.37811,0.38803,0,1
1,GO DENDRITIC CELL CHEMOTAXIS,0.036694,0.37727,0.28877,0,1
1,GO RESPONSE TO INTERLEUKIN 7,0.081867,0.37255,0.25381,0,1
1,GO NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM STRESS INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY,0.20828,0.36432,0.21495,0,1
1,GO DECIDUALIZATION,0.071835,0.35708,0.38887,0,1
1,GO ANGIOGENESIS INVOLVED IN WOUND HEALING,0.27056,0.3544,0.20482,0,1
1,GO TROPHOBLAST GIANT CELL DIFFERENTIATION,0.073757,0.34922,0.23801,0,1
1,GO NEGATIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT,0.093006,0.33441,0.25518,0,1
1,GO VERY LOW DENSITY LIPOPROTEIN PARTICLE REMODELING,0.07572,0.33159,0.21376,0,1
1,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE,0.057895,0.32881,0.22512,0,1
1,GO POSITIVE REGULATION OF VIRAL RELEASE FROM HOST CELL,0.056323,0.32678,0.21078,0,1
1,GO REGULATION OF TRANSLATION IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS,0.056323,0.32628,0.26899,0,1
1,GO CELLULAR RESPONSE TO NITROGEN STARVATION,0.059504,0.32246,0.29639,0,1
1,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO CHROMOSOME,0.041252,0.31882,0.19447,0,1
1,GO RRNA MODIFICATION,0.04007,0.31742,0.20601,0,1
1,GO TOLL LIKE RECEPTOR 4 SIGNALING PATHWAY,0.12771,0.31641,0.22174,0,1
1,GO RESPONSE TO CHEMOKINE,0.086186,0.31312,0.26706,0,1
1,GO POLYAMINE BIOSYNTHETIC PROCESS,0.032572,0.3099,0.31941,0,1
1,GO ADHESION OF SYMBIONT TO HOST,0.047616,0.30756,0.37915,0,1
1,GO NEGATIVE REGULATION OF OXIDOREDUCTASE ACTIVITY,0.046281,0.30466,0.20828,0,1
1,GO REGULATION OF TRANSLATION IN RESPONSE TO STRESS,0.030665,0.30368,0.20478,0,1
1,GO POSITIVE REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST,0.031606,0.30269,0.29516,0,1
1,GO NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION,0.25516,0.30138,0.14413,0,1
1,GO NEGATIVE REGULATION OF CYSTEINE TYPE ENDOPEPTIDASE ACTIVITY,0.079775,0.29527,0.2087,0,1
1,GO REGULATION OF MITOPHAGY,0.035624,0.29335,0.23375,0,1
1,GO PEPTIDYL PROLINE HYDROXYLATION,0.095374,0.29271,0.51466,0,1
1,GO REGULATION OF RESPONSE TO REACTIVE OXYGEN SPECIES,0.1402,0.28937,0.20343,0,1
1,GO NEUTROPHIL MIGRATION,0.032572,0.28375,0.34483,0,1
1,GO G PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY INVOLVED IN HEART PROCESS,0.04007,0.27886,0.22456,0,1
1,GO MITOTIC CELL CYCLE ARREST,0.10794,0.27832,0.22047,0,1
1,GO POSITIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,0.064555,0.27769,0.24287,0,1
1,GO POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY,0.14347,0.27615,0.27834,0,1
1,GO TRIGLYCERIDE RICH LIPOPROTEIN PARTICLE REMODELING,0.064555,0.27437,0.19989,0,1
1,GO REGULATION OF MIRNA METABOLIC PROCESS,0.031606,0.27379,0.29534,0,1
1,GO POSITIVE REGULATION OF SYNAPTIC TRANSMISSION GABAERGIC,0.051817,0.27278,0.20865,0,1
1,GO NUCLEOBASE BIOSYNTHETIC PROCESS,0.034581,0.26298,0.25091,0,1
